target_id,ground_truth_member,predicted_member,known_qids,qid_filter_qids,refine_qids,stage1_equivalence_class_size,compatible_candidate_count,reduced_equivalence_class_size,equivalence_class_reduction,equivalence_class_reduction_rate,compatible_candidate_fraction,target_present_in_anonymized,true_record_in_stage1_class,true_record_in_reduced_class,decision_reason,known_age,known_sex,known_native-country,known_relationship
17016,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,42,Female,United-States,Not-in-family
20332,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,21,Male,United-States,Husband
9988,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,43,Male,United-States,Husband
19332,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,26,Male,United-States,Husband
21377,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,False,,,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,57,Female,United-States,Unmarried
19113,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,465,253,253,212,0.455914,0.00904799370574351,True,True,True,has_candidate=True;compatible_candidate_count=253;compatible_fraction=0.009048;fraction_ok=True,25,Male,El-Salvador,Husband
10241,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,31,Male,United-States,Husband
31445,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,54,Male,United-States,Husband
11324,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,65,Male,United-States,Husband
27901,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,True,True,True,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,28,Female,United-States,Not-in-family
29920,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,36,Male,United-States,Not-in-family
3638,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,True,True,True,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,22,Male,United-States,Not-in-family
9188,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,28,Male,United-States,Husband
19759,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,34,Male,United-States,Not-in-family
26929,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,41,Male,United-States,Husband
18089,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,20,Male,United-States,Not-in-family
11224,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,True,True,True,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,42,Male,United-States,Not-in-family
17706,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,36,Male,United-States,Husband
20840,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,39,Male,United-States,Husband
17236,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,23,Male,United-States,Husband
30427,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,42,Female,United-States,Unmarried
14160,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,27,Female,United-States,Not-in-family
23623,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,56,Female,United-States,Unmarried
13297,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,39,Male,United-States,Husband
14215,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,True,True,True,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,22,Female,United-States,Not-in-family
23129,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,True,True,True,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,31,Male,United-States,Own-child
6321,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,58,2,2,56,0.965517,7.152564194263644e-05,True,True,True,has_candidate=True;compatible_candidate_count=2;compatible_fraction=0.000072;fraction_ok=True,20,Male,India,Own-child
15208,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,False,,,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,20,Male,United-States,Own-child
13234,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,68,Male,United-States,Husband
1884,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,606,606,25805,0.977055,0.02167226950861884,True,True,True,has_candidate=True;compatible_candidate_count=606;compatible_fraction=0.021672;fraction_ok=True,27,Male,United-States,Unmarried
27286,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1271,1271,25140,0.951876,0.045454545454545456,True,True,True,has_candidate=True;compatible_candidate_count=1271;compatible_fraction=0.045455;fraction_ok=True,29,Female,United-States,Wife
4449,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,56,Male,United-States,Not-in-family
16002,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,50,Female,United-States,Unmarried
23961,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,58,Male,United-States,Husband
14212,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,True,True,True,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,18,Male,United-States,Own-child
7468,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1271,1271,25140,0.951876,0.045454545454545456,False,,,has_candidate=True;compatible_candidate_count=1271;compatible_fraction=0.045455;fraction_ok=True,54,Female,United-States,Wife
23011,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,47,Male,United-States,Not-in-family
6672,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,101,0,0,101,1.0,0.0,False,,,has_candidate=False;compatible_candidate_count=0;compatible_fraction=0.000000;fraction_ok=True,26,Female,Jamaica,Own-child
16515,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,True,True,True,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,24,Male,United-States,Own-child
23811,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1732,1732,24679,0.934421,0.061941205922323155,True,True,True,has_candidate=True;compatible_candidate_count=1732;compatible_fraction=0.061941;fraction_ok=True,19,Female,United-States,Own-child
19926,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,58,6,6,52,0.896552,0.0002145769258279093,True,True,True,has_candidate=True;compatible_candidate_count=6;compatible_fraction=0.000215;fraction_ok=True,27,Male,India,Not-in-family
12385,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,34,Male,United-States,Husband
6422,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,101,0,0,101,1.0,0.0,False,,,has_candidate=False;compatible_candidate_count=0;compatible_fraction=0.000000;fraction_ok=True,44,Female,Puerto-Rico,Not-in-family
25882,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,40,Male,United-States,Husband
30851,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,29,Male,United-States,Husband
7741,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,True,True,True,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,19,Male,United-States,Not-in-family
16407,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,40,Male,United-States,Husband
32457,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,33,Male,United-States,Husband
2008,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,True,True,True,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,28,Male,United-States,Own-child
27918,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,59,Male,United-States,Husband
2735,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,295,45,45,250,0.847458,0.0016093269437093198,True,True,True,has_candidate=True;compatible_candidate_count=45;compatible_fraction=0.001609;fraction_ok=True,26,Male,?,Not-in-family
11206,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,54,Female,United-States,Not-in-family
16401,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1732,1732,24679,0.934421,0.061941205922323155,False,,,has_candidate=True;compatible_candidate_count=1732;compatible_fraction=0.061941;fraction_ok=True,19,Female,United-States,Own-child
6443,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,True,True,True,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,21,Male,United-States,Own-child
18882,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,43,Male,United-States,Husband
1022,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,True,True,True,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,42,Female,United-States,Not-in-family
25585,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,False,,,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,50,Female,United-States,Unmarried
22514,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,39,Female,United-States,Not-in-family
31031,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,53,Female,United-States,Unmarried
18391,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,False,,,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,39,Female,United-States,Unmarried
18314,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,57,Male,United-States,Husband
24412,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,60,Female,United-States,Not-in-family
26067,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,56,Male,United-States,Husband
6268,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,False,,,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,21,Male,United-States,Own-child
10300,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,False,,,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,23,Male,United-States,Own-child
31499,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,2355,2355,24056,0.910833,0.08422144338745441,False,,,has_candidate=True;compatible_candidate_count=2355;compatible_fraction=0.084221;fraction_ok=True,22,Male,United-States,Own-child
30152,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,58,47,47,11,0.189655,0.0016808525856519562,True,True,True,has_candidate=True;compatible_candidate_count=47;compatible_fraction=0.001681;fraction_ok=True,48,Male,India,Husband
12642,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1271,1271,25140,0.951876,0.045454545454545456,True,True,True,has_candidate=True;compatible_candidate_count=1271;compatible_fraction=0.045455;fraction_ok=True,30,Female,United-States,Wife
843,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,62,Female,United-States,Not-in-family
8952,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,37,Male,United-States,Husband
19274,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,False,,,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,45,Female,United-States,Unmarried
31718,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,False,,,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,34,Male,United-States,Not-in-family
32399,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,False,,,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,42,Male,United-States,Husband
10043,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,28,Male,United-States,Husband
10462,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3123,3123,23288,0.881754,0.1116872898934268,False,,,has_candidate=True;compatible_candidate_count=3123;compatible_fraction=0.111687;fraction_ok=False,25,Female,United-States,Not-in-family
24890,0,0,age|sex|native-country|relationship,native-country,age|sex|relationship,295,0,0,295,1.0,0.0,False,,,has_candidate=False;compatible_candidate_count=0;compatible_fraction=0.000000;fraction_ok=True,32,Female,?,Unmarried
25089,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,39,Male,United-States,Husband
14889,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,48,Male,United-States,Husband
15764,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,3606,3606,22805,0.863466,0.1289607324225735,True,True,True,has_candidate=True;compatible_candidate_count=3606;compatible_fraction=0.128961;fraction_ok=False,33,Male,United-States,Not-in-family
28287,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,43,Female,United-States,Unmarried
30264,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,34,Male,United-States,Husband
11029,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,32,Male,United-States,Husband
5914,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1271,1271,25140,0.951876,0.045454545454545456,True,True,True,has_candidate=True;compatible_candidate_count=1271;compatible_fraction=0.045455;fraction_ok=True,24,Female,United-States,Wife
9030,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,77,Male,United-States,Husband
9714,1,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1836,1836,24575,0.930484,0.06566053930334025,True,True,True,has_candidate=True;compatible_candidate_count=1836;compatible_fraction=0.065661;fraction_ok=True,30,Female,United-States,Unmarried
23267,0,1,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,1732,1732,24679,0.934421,0.061941205922323155,False,,,has_candidate=True;compatible_candidate_count=1732;compatible_fraction=0.061941;fraction_ok=True,19,Female,United-States,Own-child
8506,1,0,age|sex|native-country|relationship,native-country,age|sex|relationship,26411,11303,11303,15108,0.572034,0.4042271654388098,True,True,True,has_candidate=True;compatible_candidate_count=11303;compatible_fraction=0.404227;fraction_ok=False,27,Male,United-States,Husband
