record_id,age,education,marital-status,native-country,occupation,race,relationship,sex,capital-gain,capital-loss,hours-per-week,workclass
1864,38,HS-grad,Married-civ-spouse,United-States,Protective-serv,Asian-Pac-Islander,Husband,Male,0,0,54,Local-gov
18654,39,Doctorate,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,99999,0,55,Private
18864,53,Bachelors,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,0,0,55,Private
19183,29,Bachelors,Never-married,Canada,Adm-clerical,White,Not-in-family,Female,0,0,35,Private
19218,28,Some-college,Never-married,United-States,Tech-support,White,Not-in-family,Male,0,0,54,Private
19227,28,HS-grad,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,3411,0,40,Private
1929,57,Masters,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,0,0,80,Private
19527,31,Some-college,Separated,United-States,Adm-clerical,Black,Unmarried,Female,0,0,38,Private
20358,47,9th,Married-civ-spouse,?,Machine-op-inspct,Black,Husband,Male,0,0,56,Private
20379,61,11th,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,40,Private
20543,31,Doctorate,Married-civ-spouse,Thailand,Prof-specialty,Asian-Pac-Islander,Husband,Male,0,0,50,Private
20593,35,HS-grad,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,0,0,80,Self-emp-not-inc
20637,37,Some-college,Never-married,United-States,Exec-managerial,Black,Not-in-family,Male,0,0,40,Private
20649,29,Assoc-voc,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,60,Private
20661,58,Assoc-voc,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,15024,0,40,Self-emp-inc
2070,45,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,0,0,46,Private
2080,59,HS-grad,Separated,United-States,Protective-serv,Black,Unmarried,Female,0,0,40,Local-gov
20965,26,Some-college,Separated,United-States,Craft-repair,White,Not-in-family,Male,0,0,30,Self-emp-not-inc
21168,43,12th,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,0,0,40,Private
2138,46,HS-grad,Never-married,United-States,Other-service,White,Not-in-family,Female,0,0,28,Private
21392,38,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,50,Private
21419,59,7th-8th,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,0,0,70,Self-emp-not-inc
21491,75,HS-grad,Widowed,United-States,?,White,Not-in-family,Female,0,0,8,?
21607,25,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,0,0,50,Private
21616,55,HS-grad,Divorced,United-States,Adm-clerical,White,Unmarried,Female,0,0,40,Private
21649,34,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,7298,0,40,Private
21696,37,HS-grad,Married-civ-spouse,United-States,Adm-clerical,Black,Husband,Male,0,0,40,Federal-gov
21740,26,10th,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,55,Private
21894,31,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,40,Private
21960,55,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,60,Private
21985,30,Some-college,Divorced,United-States,Other-service,White,Unmarried,Female,0,0,35,Private
22046,58,HS-grad,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,55,Self-emp-inc
2211,27,HS-grad,Never-married,United-States,Other-service,White,Not-in-family,Female,0,0,42,Private
22211,22,HS-grad,Never-married,United-States,Adm-clerical,White,Own-child,Male,0,0,40,Private
2234,33,7th-8th,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,0,0,40,Private
22405,22,Some-college,Never-married,Thailand,?,Asian-Pac-Islander,Not-in-family,Female,0,0,12,?
22459,33,11th,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,40,Private
22464,24,11th,Never-married,United-States,Farming-fishing,White,Unmarried,Male,2463,0,40,Private
22703,47,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Local-gov
22713,61,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,40,Private
22714,20,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,0,0,60,Private
22911,30,Bachelors,Never-married,United-States,Exec-managerial,White,Own-child,Male,0,0,43,Self-emp-inc
23011,47,Prof-school,Never-married,United-States,Other-service,White,Not-in-family,Male,0,0,60,Self-emp-inc
23098,40,10th,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,50,Private
23323,35,Bachelors,Divorced,United-States,Prof-specialty,White,Not-in-family,Male,0,0,40,Local-gov
23428,34,HS-grad,Never-married,United-States,Craft-repair,White,Not-in-family,Male,0,0,40,Private
23436,50,HS-grad,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,3137,0,47,Private
23543,32,Some-college,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,0,0,40,Local-gov
23661,70,Assoc-voc,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,9386,0,50,Private
23705,39,Assoc-voc,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,40,Private
23756,34,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,1977,50,Private
2386,33,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,45,Self-emp-not-inc
23946,20,HS-grad,Never-married,United-States,Farming-fishing,White,Own-child,Male,0,0,40,Self-emp-not-inc
2398,19,HS-grad,Never-married,United-States,Sales,White,Own-child,Female,0,0,35,Private
24076,35,Bachelors,Never-married,United-States,Sales,White,Not-in-family,Male,0,0,55,Private
2408,45,HS-grad,Never-married,United-States,Adm-clerical,White,Not-in-family,Male,3325,0,40,Private
24099,23,7th-8th,Never-married,Mexico,Craft-repair,White,Not-in-family,Male,0,0,40,Private
2413,50,Some-college,Never-married,United-States,Farming-fishing,White,Not-in-family,Male,0,0,40,Private
242,24,Assoc-acdm,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,0,0,50,State-gov
24225,29,Assoc-acdm,Never-married,Mexico,Sales,White,Not-in-family,Male,0,0,45,Private
24363,28,Bachelors,Never-married,United-States,Craft-repair,White,Own-child,Male,0,0,40,Private
24439,58,HS-grad,Never-married,United-States,Adm-clerical,White,Unmarried,Female,0,0,40,Private
24465,42,Masters,Married-civ-spouse,?,Sales,White,Husband,Male,15024,0,50,Private
2454,48,HS-grad,Divorced,United-States,Adm-clerical,White,Unmarried,Female,0,0,37,Private
24583,45,HS-grad,Never-married,Canada,Machine-op-inspct,White,Unmarried,Female,0,0,40,Private
24595,28,HS-grad,Never-married,United-States,Adm-clerical,White,Not-in-family,Male,0,0,40,Private
24605,49,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,0,0,45,Private
24646,35,HS-grad,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,0,0,40,Private
25052,33,HS-grad,Married-spouse-absent,United-States,Sales,White,Not-in-family,Male,0,0,20,Private
25222,44,Some-college,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,7688,0,45,Private
25263,40,Assoc-acdm,Never-married,United-States,Tech-support,Black,Not-in-family,Male,0,0,40,Private
25326,43,HS-grad,Separated,United-States,Other-service,Black,Not-in-family,Female,0,0,40,Private
25389,26,Bachelors,Never-married,United-States,Other-service,White,Not-in-family,Male,0,0,40,Private
2541,34,Some-college,Married-civ-spouse,United-States,Adm-clerical,Black,Husband,Male,0,0,40,Private
25514,55,Some-college,Married-civ-spouse,United-States,Adm-clerical,Black,Husband,Male,0,0,25,Private
25648,32,HS-grad,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,45,Self-emp-not-inc
25754,20,11th,Never-married,Guatemala,Transport-moving,White,Other-relative,Male,0,0,40,Private
25852,36,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,50,Self-emp-not-inc
26001,59,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Self-emp-not-inc
2613,19,HS-grad,Never-married,United-States,Machine-op-inspct,White,Other-relative,Male,0,0,45,Private
26706,28,Some-college,Never-married,United-States,Sales,White,Not-in-family,Female,0,0,50,Private
26741,46,Masters,Divorced,United-States,Exec-managerial,White,Not-in-family,Female,0,0,45,Private
26877,23,Bachelors,Never-married,United-States,Adm-clerical,White,Own-child,Male,0,0,40,State-gov
26879,41,HS-grad,Married-civ-spouse,Taiwan,Craft-repair,Asian-Pac-Islander,Husband,Male,0,0,40,Private
26958,72,7th-8th,Divorced,United-States,?,White,Not-in-family,Male,0,0,30,?
26982,65,Bachelors,Married-civ-spouse,United-States,?,White,Husband,Male,0,2377,40,?
27000,35,11th,Separated,United-States,Other-service,White,Unmarried,Male,0,0,20,Private
27458,34,Assoc-acdm,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,40,Local-gov
275,43,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,Black,Husband,Male,0,0,40,Private
27828,37,HS-grad,Married-spouse-absent,United-States,Other-service,Black,Unmarried,Female,0,0,40,Self-emp-not-inc
27852,24,11th,Never-married,United-States,Craft-repair,White,Unmarried,Male,0,0,40,Private
27990,33,HS-grad,Never-married,United-States,Transport-moving,White,Not-in-family,Male,0,0,40,Private
28333,61,HS-grad,Divorced,United-States,Sales,White,Unmarried,Female,0,2754,25,Private
28343,50,Bachelors,Married-civ-spouse,?,Craft-repair,White,Husband,Male,0,0,40,Private
28393,35,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Private
28509,34,Assoc-voc,Never-married,United-States,Tech-support,White,Not-in-family,Female,0,1974,40,Private
28655,27,HS-grad,Divorced,United-States,Other-service,White,Not-in-family,Male,0,0,30,Private
28659,36,Assoc-voc,Married-civ-spouse,United-States,Other-service,Asian-Pac-Islander,Husband,Male,0,0,40,State-gov
28731,25,Bachelors,Widowed,United-States,Exec-managerial,White,Not-in-family,Female,0,0,40,Private
28753,20,11th,Never-married,United-States,Other-service,White,Own-child,Female,0,0,40,Private
28812,36,5th-6th,Married-civ-spouse,Mexico,Transport-moving,White,Husband,Male,0,0,50,Self-emp-not-inc
28881,45,Some-college,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,40,Private
28976,23,Some-college,Never-married,United-States,Craft-repair,White,Own-child,Male,0,0,15,Private
29031,24,HS-grad,Never-married,United-States,Handlers-cleaners,White,Other-relative,Male,0,0,40,Private
29057,33,Masters,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,45,Private
29155,30,Assoc-voc,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,35,Self-emp-inc
29332,58,HS-grad,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,40,Private
29557,33,10th,Never-married,United-States,Handlers-cleaners,White,Not-in-family,Male,0,0,40,Private
29608,41,Prof-school,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,0,2415,55,Self-emp-inc
29719,44,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,40,Private
29993,25,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,0,0,40,Private
30019,19,HS-grad,Never-married,United-States,Sales,White,Own-child,Female,0,0,30,Private
30029,37,HS-grad,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,40,Private
30120,44,Some-college,Divorced,United-States,Adm-clerical,White,Unmarried,Female,0,0,57,Private
3014,28,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,0,0,40,Private
30143,54,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Self-emp-not-inc
30166,21,HS-grad,Never-married,United-States,Prof-specialty,White,Own-child,Female,0,0,30,Private
30323,21,HS-grad,Never-married,United-States,Adm-clerical,White,Own-child,Female,0,0,43,State-gov
30409,42,Assoc-voc,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,0,0,35,Private
305,43,HS-grad,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,0,0,40,Private
30669,41,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,7688,0,70,Self-emp-inc
30788,67,Prof-school,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,20051,0,25,Self-emp-not-inc
30849,42,Bachelors,Divorced,United-States,Prof-specialty,Black,Not-in-family,Male,0,0,40,State-gov
3095,48,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Self-emp-inc
30976,48,Assoc-acdm,Divorced,United-States,Adm-clerical,White,Unmarried,Female,0,0,40,Private
3104,28,Some-college,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,0,40,Private
3106,42,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,1977,48,Local-gov
31088,23,1st-4th,Never-married,Mexico,Farming-fishing,White,Not-in-family,Male,0,0,36,Private
31145,28,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,70,Private
31152,57,Assoc-acdm,Divorced,United-States,Machine-op-inspct,White,Not-in-family,Male,0,0,75,Private
31529,23,Some-college,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,0,0,30,Private
3157,21,Some-college,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,40,Private
31683,18,11th,Never-married,United-States,Other-service,White,Own-child,Female,0,0,20,Private
31690,40,Assoc-voc,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,0,0,40,Local-gov
31728,25,Assoc-voc,Never-married,United-States,Protective-serv,White,Own-child,Male,0,0,30,Local-gov
3182,29,Assoc-acdm,Never-married,United-States,Machine-op-inspct,White,Unmarried,Male,0,0,45,Private
31892,55,HS-grad,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,0,0,45,Private
32054,23,Bachelors,Never-married,United-States,Sales,White,Not-in-family,Male,0,0,50,Private
32064,49,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,0,0,43,Private
32124,21,HS-grad,Never-married,United-States,Craft-repair,White,Own-child,Male,0,0,40,Private
32183,44,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,50,Self-emp-inc
32279,36,HS-grad,Never-married,United-States,Handlers-cleaners,White,Not-in-family,Male,0,0,40,Private
32420,23,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,0,0,50,Private
32434,34,HS-grad,Never-married,United-States,Handlers-cleaners,White,Unmarried,Female,7443,0,35,Private
32560,52,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,15024,0,40,Self-emp-inc
3285,19,HS-grad,Never-married,United-States,Other-service,White,Own-child,Male,0,0,20,Private
3405,47,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,40,Local-gov
3562,56,HS-grad,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Male,0,0,32,Private
3709,41,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,0,1740,20,Local-gov
3741,37,HS-grad,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,0,0,40,Private
3793,19,Some-college,Never-married,United-States,Other-service,White,Own-child,Male,0,0,20,Private
4043,57,HS-grad,Divorced,United-States,Other-service,White,Not-in-family,Female,0,0,40,Local-gov
4118,29,Bachelors,Never-married,United-States,Sales,White,Not-in-family,Male,6849,0,48,Private
4238,61,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,0,0,50,Private
4463,49,HS-grad,Widowed,United-States,Adm-clerical,White,Unmarried,Female,0,0,20,Private
4513,21,Some-college,Never-married,United-States,Other-service,White,Own-child,Male,0,0,40,Private
4534,20,HS-grad,Never-married,United-States,Handlers-cleaners,White,Own-child,Female,0,0,40,Private
4625,47,Prof-school,Married-civ-spouse,Taiwan,Prof-specialty,Asian-Pac-Islander,Husband,Male,99999,0,55,Private
4639,30,Bachelors,Never-married,?,Prof-specialty,Black,Not-in-family,Male,14084,0,45,Local-gov
469,30,Bachelors,Married-civ-spouse,United-States,Tech-support,White,Wife,Female,0,0,16,Private
4818,20,Some-college,Never-married,United-States,?,White,Own-child,Female,0,0,16,?
4860,41,Bachelors,Separated,United-States,Prof-specialty,Black,Unmarried,Female,0,0,40,Local-gov
4939,28,HS-grad,Married-civ-spouse,United-States,Adm-clerical,White,Own-child,Female,0,0,40,State-gov
5071,68,HS-grad,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,0,0,20,Self-emp-not-inc
5102,62,Some-college,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,40,Private
5172,32,HS-grad,Married-civ-spouse,United-States,?,White,Wife,Female,0,0,2,?
5187,66,Assoc-voc,Widowed,United-States,Prof-specialty,White,Not-in-family,Female,0,0,35,Private
5230,20,Some-college,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,20,State-gov
5235,22,11th,Never-married,United-States,Sales,White,Not-in-family,Female,0,0,40,Private
5267,57,Some-college,Married-civ-spouse,United-States,Sales,White,Husband,Male,0,1902,40,Private
5505,29,HS-grad,Married-civ-spouse,United-States,Craft-repair,Black,Husband,Male,0,0,40,Private
5509,32,Assoc-acdm,Married-civ-spouse,United-States,Other-service,White,Husband,Male,0,0,35,State-gov
5512,20,Some-college,Never-married,United-States,Sales,White,Own-child,Female,0,0,25,Private
5618,23,HS-grad,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,0,0,45,Private
564,52,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,0,0,60,Self-emp-not-inc
5668,51,Doctorate,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,0,0,40,Private
5705,43,Bachelors,Married-civ-spouse,Germany,Exec-managerial,White,Husband,Male,0,0,50,Self-emp-not-inc
5714,46,Assoc-voc,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,0,0,40,Private
5751,60,9th,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,2228,0,37,Private
5775,37,Some-college,Divorced,United-States,Tech-support,Amer-Indian-Eskimo,Not-in-family,Female,0,0,40,Private
6021,47,Some-college,Widowed,United-States,Other-service,White,Not-in-family,Female,0,0,35,Private
6027,25,Some-college,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,0,0,40,Local-gov
6065,45,HS-grad,Married-civ-spouse,China,Exec-managerial,Asian-Pac-Islander,Husband,Male,0,0,40,Self-emp-not-inc
6163,25,Some-college,Never-married,United-States,Sales,White,Own-child,Male,0,0,24,Private
6183,33,10th,Separated,United-States,Other-service,White,Unmarried,Female,3418,0,35,Private
6212,43,Some-college,Married-civ-spouse,Jamaica,Tech-support,Black,Husband,Male,0,0,40,Private
6224,52,Masters,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,0,0,40,Local-gov
6265,63,7th-8th,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,0,0,30,Self-emp-not-inc
635,19,HS-grad,Never-married,United-States,Other-service,White,Own-child,Female,0,0,14,Private
6531,31,7th-8th,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,0,0,35,Private
682,34,HS-grad,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,0,0,40,Self-emp-not-inc
7027,64,Masters,Married-civ-spouse,United-States,?,White,Husband,Male,0,0,2,?
