record_id,age,education,native-country,occupation,race,sex,workclass,capital-loss,marital-status,relationship
27302,33,11th,United-States,Handlers-cleaners,Black,Male,Private,0,Never-married,Own-child
27321,22,7th-8th,United-States,?,White,Male,?,0,Never-married,Own-child
27356,39,HS-grad,United-States,Transport-moving,White,Male,Private,0,Married-civ-spouse,Husband
27377,40,HS-grad,United-States,Craft-repair,White,Male,Self-emp-not-inc,1672,Married-civ-spouse,Husband
27404,61,HS-grad,United-States,Machine-op-inspct,Black,Female,Private,0,Never-married,Not-in-family
27423,27,Bachelors,United-States,Exec-managerial,White,Female,Federal-gov,0,Never-married,Not-in-family
27450,33,Assoc-voc,United-States,Craft-repair,White,Male,Private,2444,Separated,Not-in-family
277,35,Some-college,United-States,Exec-managerial,White,Female,Private,0,Never-married,Not-in-family
27879,28,HS-grad,Mexico,Other-service,White,Female,Private,0,Never-married,Unmarried
27925,68,Masters,United-States,Exec-managerial,White,Male,Private,2392,Married-civ-spouse,Husband
28015,54,1st-4th,United-States,Transport-moving,White,Male,Private,0,Married-civ-spouse,Husband
28392,33,Assoc-voc,United-States,Adm-clerical,White,Male,Local-gov,1669,Never-married,Own-child
28400,25,HS-grad,United-States,Exec-managerial,White,Male,Self-emp-inc,0,Married-civ-spouse,Husband
28549,38,HS-grad,United-States,Adm-clerical,White,Female,Private,0,Married-civ-spouse,Wife
28705,59,Masters,?,Prof-specialty,White,Female,Federal-gov,0,Never-married,Not-in-family
28750,19,HS-grad,United-States,Adm-clerical,White,Female,Private,0,Never-married,Own-child
28901,59,HS-grad,Guatemala,Adm-clerical,White,Male,Private,0,Never-married,Not-in-family
28987,57,Assoc-voc,United-States,Prof-specialty,White,Male,Private,1902,Married-civ-spouse,Husband
29035,45,Assoc-acdm,United-States,Craft-repair,White,Male,Private,0,Divorced,Not-in-family
29120,38,Assoc-voc,United-States,Exec-managerial,White,Male,Local-gov,0,Married-civ-spouse,Husband
29131,58,Doctorate,United-States,Prof-specialty,White,Male,Private,0,Married-civ-spouse,Husband
29204,27,Some-college,United-States,Farming-fishing,White,Male,Private,0,Never-married,Own-child
29245,58,HS-grad,United-States,Transport-moving,White,Male,Local-gov,0,Married-civ-spouse,Husband
29273,59,Some-college,United-States,Sales,White,Female,Self-emp-not-inc,0,Married-civ-spouse,Wife
2942,24,HS-grad,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
29423,24,HS-grad,United-States,Other-service,White,Male,Private,0,Never-married,Own-child
29481,18,12th,United-States,Other-service,White,Male,Private,0,Never-married,Own-child
29562,25,HS-grad,United-States,Handlers-cleaners,White,Male,Private,0,Married-civ-spouse,Husband
29634,62,HS-grad,United-States,Adm-clerical,White,Female,Private,0,Never-married,Not-in-family
29641,46,Assoc-acdm,United-States,Prof-specialty,White,Female,Private,0,Never-married,Unmarried
29715,28,Some-college,United-States,Prof-specialty,Black,Male,Private,0,Never-married,Not-in-family
29726,35,12th,United-States,Farming-fishing,White,Male,Private,0,Never-married,Not-in-family
29979,41,HS-grad,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
30422,57,Bachelors,United-States,Prof-specialty,White,Male,Private,0,Widowed,Unmarried
30628,65,Bachelors,United-States,?,White,Male,?,0,Married-civ-spouse,Husband
30652,30,Bachelors,United-States,Exec-managerial,White,Male,Private,0,Never-married,Not-in-family
30667,48,Bachelors,United-States,Exec-managerial,White,Male,Private,0,Married-civ-spouse,Husband
30767,49,Some-college,United-States,Sales,White,Male,Self-emp-inc,0,Divorced,Not-in-family
30768,53,Masters,United-States,Exec-managerial,White,Male,Private,1902,Married-civ-spouse,Husband
3088,20,Some-college,United-States,?,White,Male,?,0,Never-married,Own-child
3090,40,Some-college,United-States,Adm-clerical,White,Female,Private,0,Separated,Not-in-family
310,26,Bachelors,United-States,Sales,White,Male,Private,0,Never-married,Not-in-family
31060,30,Bachelors,Philippines,Adm-clerical,Asian-Pac-Islander,Female,Private,0,Married-civ-spouse,Wife
31128,56,Masters,?,Prof-specialty,White,Male,Local-gov,0,Married-civ-spouse,Husband
31152,57,Assoc-acdm,United-States,Machine-op-inspct,White,Male,Private,0,Divorced,Not-in-family
31248,34,HS-grad,Germany,Transport-moving,White,Female,Private,0,Divorced,Unmarried
31269,18,HS-grad,United-States,Sales,White,Female,Private,0,Never-married,Own-child
31430,57,HS-grad,United-States,Sales,White,Male,Self-emp-inc,0,Married-civ-spouse,Husband
31579,38,HS-grad,United-States,Transport-moving,White,Female,Private,0,Never-married,Not-in-family
3164,41,Prof-school,?,Adm-clerical,White,Male,Private,0,Married-civ-spouse,Husband
31721,30,Some-college,United-States,Handlers-cleaners,White,Male,Private,0,Married-civ-spouse,Husband
31790,23,HS-grad,United-States,?,White,Female,?,0,Married-civ-spouse,Own-child
31821,36,HS-grad,United-States,?,White,Male,?,0,Married-civ-spouse,Husband
32002,32,Assoc-acdm,United-States,Machine-op-inspct,White,Male,Private,0,Married-civ-spouse,Husband
32073,65,7th-8th,United-States,?,White,Male,?,0,Married-civ-spouse,Husband
32130,38,Masters,United-States,Exec-managerial,White,Male,Self-emp-not-inc,0,Married-civ-spouse,Husband
32237,34,Assoc-voc,United-States,Tech-support,Black,Male,Private,0,Never-married,Not-in-family
32351,60,7th-8th,United-States,Machine-op-inspct,White,Male,Private,0,Married-spouse-absent,Not-in-family
3245,48,Some-college,United-States,Sales,White,Male,Private,0,Married-civ-spouse,Husband
32495,26,Some-college,United-States,Craft-repair,White,Male,Private,0,Never-married,Not-in-family
32543,45,Assoc-acdm,United-States,Prof-specialty,White,Female,Local-gov,0,Divorced,Unmarried
3271,38,Masters,United-States,Exec-managerial,White,Male,Federal-gov,0,Married-civ-spouse,Husband
3294,43,HS-grad,United-States,Exec-managerial,White,Female,Private,0,Divorced,Unmarried
3296,24,HS-grad,United-States,Transport-moving,White,Male,Private,0,Married-civ-spouse,Husband
3420,22,Some-college,United-States,Other-service,White,Male,Private,0,Never-married,Not-in-family
3430,50,Bachelors,United-States,Tech-support,White,Female,Self-emp-not-inc,0,Married-civ-spouse,Wife
3472,23,Bachelors,United-States,Prof-specialty,White,Female,Private,0,Never-married,Own-child
3489,36,Assoc-voc,United-States,Prof-specialty,White,Female,Private,0,Married-civ-spouse,Wife
3497,35,Some-college,United-States,Craft-repair,White,Male,Self-emp-not-inc,0,Married-civ-spouse,Husband
3660,55,HS-grad,United-States,Transport-moving,White,Male,Private,0,Married-civ-spouse,Husband
3677,53,Masters,United-States,Prof-specialty,White,Female,Local-gov,0,Divorced,Not-in-family
3679,18,11th,United-States,Sales,White,Female,Private,0,Never-married,Own-child
3841,49,HS-grad,United-States,Machine-op-inspct,White,Female,Private,0,Separated,Unmarried
3862,41,Assoc-voc,United-States,Tech-support,White,Male,Private,1848,Married-civ-spouse,Husband
3942,28,Bachelors,United-States,?,White,Male,?,0,Never-married,Own-child
3960,43,Some-college,United-States,Prof-specialty,White,Male,Private,0,Divorced,Unmarried
4004,44,Prof-school,United-States,Prof-specialty,White,Female,Private,0,Never-married,Not-in-family
4012,35,7th-8th,Mexico,Handlers-cleaners,White,Male,Private,0,Married-civ-spouse,Husband
4013,20,Some-college,United-States,Adm-clerical,White,Female,Private,0,Never-married,Own-child
4128,23,Bachelors,United-States,Prof-specialty,White,Female,Private,0,Never-married,Own-child
4280,30,Assoc-voc,Mexico,Handlers-cleaners,White,Male,Private,0,Married-civ-spouse,Husband
4524,56,1st-4th,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
4569,36,HS-grad,United-States,Adm-clerical,White,Female,Private,0,Divorced,Unmarried
4625,47,Prof-school,Taiwan,Prof-specialty,Asian-Pac-Islander,Male,Private,0,Married-civ-spouse,Husband
472,35,HS-grad,United-States,Craft-repair,White,Male,Private,0,Never-married,Not-in-family
4758,31,HS-grad,United-States,Craft-repair,White,Male,Private,0,Never-married,Unmarried
4844,25,7th-8th,United-States,Handlers-cleaners,White,Male,Private,0,Never-married,Unmarried
4990,33,Assoc-acdm,United-States,Sales,White,Male,Self-emp-not-inc,0,Divorced,Not-in-family
5107,25,Assoc-acdm,United-States,Craft-repair,White,Male,Private,0,Never-married,Own-child
5164,29,HS-grad,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
5204,30,HS-grad,United-States,Craft-repair,White,Male,Self-emp-not-inc,0,Never-married,Not-in-family
5386,23,HS-grad,United-States,Exec-managerial,White,Male,State-gov,0,Married-civ-spouse,Husband
5567,30,HS-grad,United-States,Transport-moving,White,Male,Private,0,Separated,Not-in-family
5568,47,Some-college,United-States,Craft-repair,Black,Male,Private,0,Married-civ-spouse,Husband
568,29,HS-grad,United-States,Craft-repair,White,Male,Self-emp-not-inc,0,Separated,Not-in-family
5855,73,HS-grad,United-States,Farming-fishing,White,Male,Self-emp-not-inc,0,Married-civ-spouse,Husband
5874,59,Some-college,United-States,Craft-repair,White,Male,Private,0,Divorced,Not-in-family
590,42,HS-grad,United-States,?,White,Male,?,0,Married-civ-spouse,Husband
6141,54,HS-grad,United-States,Transport-moving,White,Male,Private,2051,Married-civ-spouse,Husband
6175,30,HS-grad,Vietnam,Craft-repair,Asian-Pac-Islander,Male,Private,0,Never-married,Unmarried
6202,37,Assoc-voc,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
6244,18,11th,United-States,Other-service,White,Female,Private,0,Never-married,Own-child
6374,27,Bachelors,United-States,Exec-managerial,White,Female,Private,0,Never-married,Not-in-family
682,34,HS-grad,United-States,Craft-repair,White,Male,Self-emp-not-inc,0,Married-civ-spouse,Husband
6998,18,11th,United-States,Other-service,White,Male,Private,0,Never-married,Own-child
7021,44,Masters,United-States,Prof-specialty,White,Male,State-gov,0,Married-civ-spouse,Husband
7354,60,Assoc-acdm,United-States,Adm-clerical,White,Male,Private,0,Married-civ-spouse,Husband
7363,56,10th,United-States,Other-service,White,Female,Private,0,Separated,Unmarried
7409,44,Bachelors,United-States,Prof-specialty,White,Male,Private,0,Married-civ-spouse,Husband
7506,32,HS-grad,United-States,Craft-repair,White,Male,Private,0,Married-civ-spouse,Husband
7517,33,Doctorate,United-States,Sales,White,Male,Private,0,Divorced,Not-in-family
7983,50,HS-grad,United-States,Tech-support,White,Male,Private,1848,Married-civ-spouse,Husband
799,43,Bachelors,England,Exec-managerial,White,Male,Private,1902,Married-civ-spouse,Husband
8085,67,HS-grad,United-States,?,White,Male,?,0,Divorced,Own-child
8170,31,HS-grad,United-States,Transport-moving,White,Male,Private,0,Married-civ-spouse,Husband
8236,42,Some-college,United-States,Tech-support,White,Male,Private,0,Married-civ-spouse,Husband
8524,46,Bachelors,United-States,Exec-managerial,White,Male,Private,0,Married-civ-spouse,Husband
8700,40,HS-grad,United-States,Craft-repair,White,Male,State-gov,0,Married-civ-spouse,Husband
8720,25,HS-grad,United-States,Exec-managerial,White,Male,Private,0,Never-married,Other-relative
8824,58,HS-grad,United-States,Sales,White,Female,Private,0,Divorced,Unmarried
8880,36,Bachelors,United-States,Sales,White,Male,Private,0,Married-civ-spouse,Husband
8907,39,Some-college,United-States,Adm-clerical,White,Female,Private,0,Never-married,Own-child
9398,27,HS-grad,United-States,Farming-fishing,White,Male,Self-emp-not-inc,0,Never-married,Own-child
9521,33,HS-grad,Canada,Exec-managerial,White,Female,Private,0,Married-civ-spouse,Wife
9544,48,Some-college,United-States,Craft-repair,White,Male,Private,0,Divorced,Not-in-family
9591,30,Some-college,United-States,Other-service,Black,Female,Private,0,Never-married,Own-child
9675,37,Assoc-voc,United-States,Adm-clerical,White,Female,Local-gov,0,Never-married,Not-in-family
9806,66,HS-grad,England,Priv-house-serv,White,Female,Private,0,Widowed,Not-in-family
