record_id,age,marital-status,occupation,race,relationship,sex,capital-gain,capital-loss,education,hours-per-week,workclass
18040,53,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,0,Bachelors,40,Local-gov
18143,44,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,Some-college,60,Private
18148,36,Divorced,Exec-managerial,White,Not-in-family,Male,0,0,Assoc-acdm,48,Private
18205,35,Never-married,Sales,White,Not-in-family,Male,0,0,Some-college,40,Private
18299,26,Never-married,Adm-clerical,White,Not-in-family,Female,0,0,Some-college,40,Private
18406,50,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,HS-grad,40,Private
18441,23,Divorced,Craft-repair,White,Not-in-family,Male,0,0,HS-grad,40,Private
18473,54,Married-civ-spouse,Sales,White,Husband,Male,3103,0,Bachelors,40,Private
18574,24,Never-married,Craft-repair,White,Own-child,Male,0,0,Some-college,15,Private
18731,28,Never-married,Exec-managerial,White,Not-in-family,Male,0,0,HS-grad,40,Private
18789,43,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,Some-college,40,Private
18898,38,Married-civ-spouse,Craft-repair,White,Husband,Male,7688,0,12th,40,Private
19135,19,Never-married,Farming-fishing,White,Own-child,Male,0,0,11th,24,Private
19165,60,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,Some-college,15,Self-emp-not-inc
19280,49,Divorced,Exec-managerial,White,Unmarried,Female,14084,0,HS-grad,30,Self-emp-not-inc
19294,42,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,40,Private
19467,45,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,51,Self-emp-inc
19823,23,Never-married,Exec-managerial,White,Not-in-family,Female,0,0,Bachelors,40,Private
19930,66,Widowed,Craft-repair,White,Not-in-family,Male,0,0,HS-grad,16,Private
20034,47,Never-married,Farming-fishing,White,Not-in-family,Male,0,0,Bachelors,65,Self-emp-not-inc
20132,48,Married-civ-spouse,Transport-moving,Black,Husband,Male,0,0,HS-grad,40,Federal-gov
20137,56,Married-civ-spouse,Sales,Asian-Pac-Islander,Wife,Female,0,0,10th,30,Private
20166,27,Never-married,Tech-support,Asian-Pac-Islander,Other-relative,Male,0,0,Bachelors,40,Private
20205,52,Married-civ-spouse,?,White,Wife,Female,15024,0,Masters,40,?
20505,49,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,0,0,Assoc-voc,45,Private
20559,24,Married-civ-spouse,Prof-specialty,Black,Husband,Male,0,0,Some-college,40,Private
20771,23,Never-married,Adm-clerical,White,Own-child,Male,0,0,HS-grad,40,Private
20822,50,Separated,Exec-managerial,White,Unmarried,Female,0,0,Some-college,75,Self-emp-inc
20877,48,Married-civ-spouse,?,Black,Wife,Female,0,0,10th,35,?
20918,49,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,40,Private
21311,36,Married-civ-spouse,Protective-serv,White,Husband,Male,0,0,HS-grad,48,State-gov
21361,41,Separated,Other-service,White,Not-in-family,Male,0,0,9th,40,Private
21363,49,Divorced,Sales,White,Not-in-family,Male,0,0,Assoc-acdm,50,Self-emp-not-inc
21367,62,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,40,State-gov
21642,46,Divorced,Machine-op-inspct,White,Own-child,Female,0,0,Some-college,17,Private
21749,72,Married-civ-spouse,Sales,White,Husband,Male,0,0,HS-grad,12,Private
21801,45,Divorced,Sales,White,Not-in-family,Male,4650,0,Some-college,40,Private
2188,29,Never-married,Sales,White,Not-in-family,Male,0,0,Some-college,30,Private
21980,48,Divorced,Adm-clerical,White,Not-in-family,Female,0,0,Assoc-acdm,40,Private
22388,46,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,Assoc-acdm,44,Private
22849,18,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,11th,40,Private
23140,44,Divorced,Exec-managerial,White,Not-in-family,Male,0,0,Bachelors,60,Self-emp-not-inc
23141,36,Married-civ-spouse,Sales,White,Husband,Male,0,0,HS-grad,40,Private
23211,37,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,Some-college,40,Private
23226,51,Divorced,Exec-managerial,White,Unmarried,Female,0,0,Assoc-acdm,99,Self-emp-not-inc
23296,34,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,HS-grad,40,Private
23459,83,Married-civ-spouse,Farming-fishing,White,Husband,Male,20051,0,10th,50,Self-emp-inc
235,59,Married-civ-spouse,Other-service,White,Husband,Male,0,0,HS-grad,40,State-gov
23711,63,Divorced,?,White,Not-in-family,Female,0,2205,HS-grad,40,?
23712,56,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,Bachelors,50,Private
24187,38,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,55,Private
24252,26,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,Some-college,78,Self-emp-not-inc
24790,50,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,2415,Prof-school,60,Self-emp-inc
24809,28,Never-married,?,White,Unmarried,Female,0,0,Some-college,40,?
24856,45,Never-married,Priv-house-serv,Black,Unmarried,Female,0,0,HS-grad,30,Private
24930,33,Married-civ-spouse,Other-service,White,Husband,Male,0,0,Some-college,40,Private
24939,52,Divorced,Adm-clerical,White,Not-in-family,Male,0,0,HS-grad,45,Federal-gov
24968,58,Married-civ-spouse,Protective-serv,White,Husband,Male,0,1902,Some-college,40,Private
25045,33,Separated,Other-service,White,Unmarried,Female,0,0,Some-college,38,Private
2513,47,Married-civ-spouse,?,White,Husband,Male,3942,0,HS-grad,40,?
25184,24,Never-married,Adm-clerical,White,Not-in-family,Female,0,0,Bachelors,30,Private
25268,22,Never-married,Handlers-cleaners,White,Own-child,Male,0,0,Assoc-acdm,40,Private
25469,32,Married-civ-spouse,Sales,White,Other-relative,Male,0,0,Bachelors,45,Self-emp-not-inc
25526,56,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,0,Some-college,40,Private
25594,28,Never-married,Machine-op-inspct,White,Unmarried,Female,0,0,11th,40,Private
25602,36,Never-married,Exec-managerial,White,Not-in-family,Male,0,2258,HS-grad,70,Private
25611,49,Married-civ-spouse,Prof-specialty,White,Husband,Male,99999,0,Prof-school,37,Self-emp-inc
2566,53,Married-civ-spouse,?,White,Husband,Male,0,0,HS-grad,40,?
25664,47,Divorced,Sales,White,Unmarried,Male,0,0,Some-college,50,Private
25733,26,Married-civ-spouse,Prof-specialty,White,Wife,Female,0,0,Bachelors,45,Private
25844,29,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,0,0,HS-grad,40,Private
25988,35,Divorced,Tech-support,White,Own-child,Male,0,0,Assoc-voc,35,Private
26085,32,Married-civ-spouse,Exec-managerial,White,Wife,Female,0,0,Bachelors,40,Private
26378,59,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,Assoc-acdm,40,Federal-gov
26426,37,Married-civ-spouse,Sales,White,Husband,Male,0,0,Bachelors,50,Private
26494,31,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Husband,Male,0,0,Masters,6,Private
26516,43,Married-civ-spouse,Other-service,White,Husband,Male,0,0,HS-grad,60,Private
26556,38,Divorced,Exec-managerial,White,Not-in-family,Male,6849,0,Bachelors,60,Private
26657,27,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,7th-8th,40,Private
26700,26,Never-married,Craft-repair,White,Own-child,Male,0,0,HS-grad,50,Self-emp-not-inc
26818,25,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,0,Bachelors,40,Private
26841,25,Married-civ-spouse,Exec-managerial,Black,Wife,Female,0,0,Some-college,40,Private
26858,66,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,0,Bachelors,99,Private
271,17,Never-married,Other-service,White,Own-child,Male,1055,0,9th,24,Private
27486,22,Never-married,Other-service,White,Own-child,Female,0,0,HS-grad,19,Private
27557,36,Never-married,Transport-moving,White,Other-relative,Male,0,0,HS-grad,50,Private
27738,52,Divorced,Machine-op-inspct,Black,Not-in-family,Male,14344,0,HS-grad,40,Private
27765,19,Never-married,Sales,White,Not-in-family,Female,0,0,11th,40,Private
27787,37,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,45,Private
27948,42,Married-civ-spouse,Exec-managerial,White,Husband,Male,15024,0,Some-college,50,Private
27984,23,Never-married,Exec-managerial,White,Not-in-family,Female,0,0,Bachelors,38,Private
28015,54,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,1st-4th,50,Private
28119,31,Divorced,Tech-support,White,Not-in-family,Female,0,0,Prof-school,35,Private
28149,43,Divorced,Transport-moving,Black,Not-in-family,Male,0,0,9th,40,Private
28183,32,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Some-college,50,Private
28485,30,Never-married,Craft-repair,White,Own-child,Male,0,0,HS-grad,50,Private
28631,40,Married-civ-spouse,Machine-op-inspct,Other,Husband,Male,0,0,Some-college,40,Private
28641,27,Never-married,Sales,White,Not-in-family,Male,0,0,Bachelors,40,Private
28657,46,Never-married,Transport-moving,White,Own-child,Male,0,0,11th,30,Private
28738,52,Married-civ-spouse,Prof-specialty,White,Husband,Male,7688,0,HS-grad,40,Private
29036,24,Never-married,Craft-repair,White,Own-child,Male,0,0,HS-grad,40,Private
29088,38,Married-civ-spouse,Craft-repair,Black,Husband,Male,4386,0,HS-grad,48,Private
29121,51,Married-civ-spouse,Prof-specialty,White,Wife,Female,0,0,Some-college,40,Self-emp-not-inc
29174,41,Never-married,Sales,White,Not-in-family,Male,0,0,HS-grad,50,Private
29278,64,Separated,Other-service,White,Not-in-family,Male,0,0,Some-college,40,Private
29286,38,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,7th-8th,40,Private
29336,43,Divorced,Adm-clerical,White,Not-in-family,Female,0,0,Some-college,40,State-gov
29432,33,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,Assoc-acdm,40,Private
29497,51,Divorced,Craft-repair,White,Not-in-family,Male,0,0,HS-grad,40,Private
29504,36,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,55,Private
29547,40,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Husband,Male,0,0,Bachelors,40,Private
29720,30,Never-married,Priv-house-serv,White,Own-child,Female,0,0,HS-grad,40,Private
29851,41,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,HS-grad,45,Self-emp-not-inc
29882,34,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,HS-grad,40,Private
3001,55,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,7th-8th,60,Private
30060,20,Never-married,Other-service,White,Own-child,Male,0,0,12th,35,Private
30073,17,Never-married,Handlers-cleaners,White,Own-child,Male,0,1719,11th,18,Private
301,21,Never-married,Other-service,Asian-Pac-Islander,Not-in-family,Female,0,0,Some-college,25,Private
30108,18,Never-married,Sales,White,Own-child,Male,0,0,Some-college,15,Private
30127,30,Never-married,Prof-specialty,White,Not-in-family,Male,10520,0,Masters,40,Private
30283,34,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,1887,HS-grad,45,Private
30312,42,Divorced,Sales,White,Not-in-family,Female,0,0,7th-8th,40,Private
30395,28,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,0,0,Some-college,40,Private
30489,36,Never-married,Transport-moving,White,Not-in-family,Male,0,0,HS-grad,35,Private
3054,42,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,HS-grad,50,Self-emp-not-inc
30726,47,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,0,0,HS-grad,40,Private
30728,65,Divorced,Prof-specialty,White,Not-in-family,Male,6723,0,Bachelors,40,Private
31009,31,Divorced,Craft-repair,White,Not-in-family,Male,0,0,Some-college,40,Private
31015,60,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,45,Private
31024,58,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,7th-8th,50,Private
31090,32,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,Some-college,60,Private
31270,53,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,0,0,HS-grad,40,Private
31366,25,Never-married,Handlers-cleaners,Black,Unmarried,Male,0,0,Bachelors,40,Private
31385,24,Married-civ-spouse,Handlers-cleaners,White,Own-child,Male,0,0,HS-grad,35,Private
31459,18,Never-married,Sales,White,Own-child,Male,0,0,11th,20,Private
31495,41,Divorced,Prof-specialty,Black,Not-in-family,Male,0,0,Bachelors,40,Private
31519,29,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,52,Private
31546,35,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,HS-grad,35,Private
3155,33,Married-civ-spouse,Sales,White,Husband,Male,7298,0,HS-grad,45,Private
31642,57,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,40,Private
31673,41,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Husband,Male,3103,0,Bachelors,35,Private
31771,26,Never-married,Craft-repair,White,Not-in-family,Male,0,0,Some-college,40,Private
31906,48,Married-civ-spouse,Prof-specialty,White,Wife,Female,0,0,Assoc-acdm,30,Private
31940,68,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,15,Self-emp-not-inc
32003,51,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,25,Self-emp-inc
32262,62,Married-civ-spouse,Adm-clerical,White,Wife,Female,0,0,Some-college,16,Without-pay
32352,28,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,40,Private
3240,34,Never-married,Other-service,White,Unmarried,Female,0,0,Some-college,40,Private
32412,61,Divorced,Other-service,Black,Not-in-family,Male,0,0,Some-college,40,Private
32452,32,Married-civ-spouse,Sales,White,Husband,Male,0,0,Some-college,32,Private
32455,36,Married-civ-spouse,Sales,White,Husband,Male,0,0,Bachelors,50,Self-emp-not-inc
3368,40,Married-civ-spouse,Prof-specialty,White,Husband,Male,99999,0,Prof-school,70,Self-emp-not-inc
3430,50,Married-civ-spouse,Tech-support,White,Wife,Female,0,0,Bachelors,50,Self-emp-not-inc
3527,24,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,0,0,HS-grad,40,Private
3559,51,Divorced,Exec-managerial,Black,Not-in-family,Male,10520,0,Bachelors,40,Private
3612,52,Married-civ-spouse,Tech-support,Black,Husband,Male,7688,0,Bachelors,40,Federal-gov
3753,23,Never-married,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,0,0,Bachelors,40,Private
3817,51,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Masters,50,Self-emp-inc
3848,28,Separated,Tech-support,White,Unmarried,Male,0,0,Some-college,40,Private
3953,44,Married-civ-spouse,Transport-moving,Black,Husband,Male,0,0,Some-college,40,Private
4054,34,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,45,Private
4242,42,Divorced,Craft-repair,White,Own-child,Male,0,0,Some-college,40,Private
4330,51,Married-civ-spouse,Protective-serv,White,Husband,Male,0,0,HS-grad,40,Local-gov
4335,47,Married-civ-spouse,Prof-specialty,White,Husband,Male,0,0,Some-college,40,Private
4383,20,Never-married,Sales,White,Other-relative,Female,0,0,Some-college,40,Private
4444,18,Never-married,Machine-op-inspct,White,Own-child,Male,0,0,11th,55,Private
4478,37,Divorced,Exec-managerial,White,Unmarried,Female,7430,0,Bachelors,45,Private
466,52,Divorced,Transport-moving,White,Unmarried,Male,0,0,HS-grad,40,Private
4907,37,Never-married,Adm-clerical,White,Not-in-family,Female,0,0,Some-college,40,Private
4992,23,Married-civ-spouse,Handlers-cleaners,White,Husband,Male,0,0,HS-grad,40,Private
5055,22,Never-married,Other-service,White,Own-child,Male,0,0,Some-college,10,State-gov
5173,37,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,50,Private
5279,23,Divorced,Sales,White,Not-in-family,Female,0,0,Bachelors,43,Self-emp-inc
5288,32,Never-married,Transport-moving,White,Not-in-family,Male,0,0,HS-grad,60,Private
5331,53,Never-married,Exec-managerial,White,Own-child,Male,0,0,Bachelors,40,Private
5344,61,Married-spouse-absent,?,White,Not-in-family,Male,0,0,Some-college,40,?
5351,30,Never-married,Prof-specialty,White,Not-in-family,Male,0,0,Masters,45,Private
5504,40,Never-married,Adm-clerical,Black,Unmarried,Female,2977,0,Bachelors,40,Private
5628,31,Married-civ-spouse,Farming-fishing,White,Husband,Male,0,0,Some-college,50,Private
5664,33,Separated,Handlers-cleaners,White,Unmarried,Male,0,0,HS-grad,35,Private
5677,32,Never-married,Prof-specialty,White,Not-in-family,Male,0,0,Some-college,44,Private
5741,46,Never-married,Machine-op-inspct,White,Own-child,Male,0,0,1st-4th,40,Private
5818,36,Never-married,Other-service,White,Not-in-family,Male,0,0,Some-college,48,Private
6071,57,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,10th,8,Self-emp-not-inc
6119,58,Married-civ-spouse,Transport-moving,White,Other-relative,Male,0,0,12th,40,Private
6165,51,Married-civ-spouse,Transport-moving,White,Husband,Male,0,0,HS-grad,60,Private
641,60,Married-civ-spouse,Craft-repair,White,Husband,Male,0,0,HS-grad,40,Private
711,36,Divorced,Adm-clerical,Black,Unmarried,Female,0,0,Some-college,40,Private
7254,32,Married-civ-spouse,Machine-op-inspct,White,Wife,Female,0,0,11th,40,Private
7276,30,Never-married,Exec-managerial,White,Not-in-family,Male,0,0,HS-grad,60,Private
7350,36,Divorced,Protective-serv,White,Unmarried,Male,0,0,Some-college,55,Local-gov
7366,19,Never-married,Transport-moving,White,Unmarried,Male,0,0,7th-8th,25,Private
7448,20,Never-married,Sales,White,Own-child,Female,0,0,HS-grad,8,Private
7530,23,Married-civ-spouse,Exec-managerial,White,Wife,Female,0,0,Some-college,25,Private
7535,36,Divorced,Adm-clerical,White,Unmarried,Female,0,0,Bachelors,40,Private
7573,51,Married-civ-spouse,Adm-clerical,White,Husband,Male,0,0,HS-grad,40,Private
7694,37,Married-civ-spouse,Exec-managerial,White,Husband,Male,3103,0,Some-college,50,Self-emp-inc
8121,32,Married-civ-spouse,Exec-managerial,White,Husband,Male,0,0,Bachelors,40,Private
8163,31,Divorced,Machine-op-inspct,White,Not-in-family,Male,0,0,HS-grad,40,Private
8300,25,Never-married,Adm-clerical,White,Own-child,Female,0,0,HS-grad,40,Private
8410,45,Never-married,Craft-repair,White,Not-in-family,Female,0,0,Some-college,80,Private
8770,27,Never-married,Prof-specialty,White,Not-in-family,Female,0,0,Masters,40,Local-gov
8795,61,Married-civ-spouse,?,White,Husband,Male,0,0,7th-8th,40,?
8817,39,Separated,Machine-op-inspct,White,Own-child,Male,0,0,Some-college,40,Private
8927,45,Married-civ-spouse,Machine-op-inspct,White,Husband,Male,0,0,Assoc-voc,40,Private
8931,20,Never-married,Adm-clerical,White,Own-child,Female,0,0,Some-college,15,Private
8982,42,Married-civ-spouse,Sales,White,Husband,Male,0,0,HS-grad,43,Self-emp-inc
909,53,Married-civ-spouse,Tech-support,White,Husband,Male,0,0,Some-college,40,Private
9139,25,Never-married,Adm-clerical,White,Not-in-family,Female,0,0,Assoc-voc,40,Private
9175,27,Never-married,Exec-managerial,White,Unmarried,Female,0,0,11th,45,Private
9267,35,Divorced,Transport-moving,White,Not-in-family,Male,0,0,11th,40,Private
9322,26,Never-married,Prof-specialty,White,Own-child,Male,0,0,Some-college,3,Private
9549,69,Married-civ-spouse,?,White,Husband,Male,0,0,Bachelors,20,?
9582,48,Married-civ-spouse,?,White,Husband,Male,0,0,Bachelors,80,?
969,36,Widowed,?,White,Not-in-family,Female,0,0,Assoc-voc,20,?
9734,35,Never-married,Exec-managerial,White,Not-in-family,Male,8614,0,Bachelors,45,Private
9990,18,Never-married,Other-service,White,Own-child,Female,0,0,12th,25,Private
