record_id,age,education,sex,capital-gain,capital-loss,marital-status,native-country,occupation,race,relationship
28844,20,HS-grad,Male,0,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband
28887,37,HS-grad,Male,0,0,Married-civ-spouse,Cuba,Transport-moving,White,Husband
29007,75,Masters,Male,0,0,Never-married,United-States,Protective-serv,White,Not-in-family
29054,36,HS-grad,Male,0,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
29131,58,Doctorate,Male,0,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband
29252,22,Some-college,Female,0,0,Never-married,United-States,Other-service,White,Own-child
29322,60,1st-4th,Male,0,0,Married-civ-spouse,Mexico,Craft-repair,White,Husband
29446,55,Some-college,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
29464,52,Bachelors,Male,0,0,Married-civ-spouse,United-States,Tech-support,White,Husband
29535,46,Assoc-voc,Male,0,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband
29537,46,Masters,Male,0,0,Divorced,United-States,Prof-specialty,Amer-Indian-Eskimo,Not-in-family
296,37,Bachelors,Female,0,0,Divorced,United-States,Sales,White,Not-in-family
29747,41,Assoc-voc,Male,0,0,Divorced,United-States,Farming-fishing,White,Not-in-family
29790,37,Bachelors,Male,0,2824,Never-married,United-States,Exec-managerial,White,Not-in-family
30052,58,HS-grad,Female,0,0,Widowed,United-States,Adm-clerical,White,Not-in-family
30089,21,HS-grad,Male,0,0,Never-married,United-States,Farming-fishing,White,Other-relative
30104,55,Bachelors,Male,0,1887,Married-civ-spouse,United-States,Exec-managerial,White,Husband
30170,40,12th,Male,0,0,Married-civ-spouse,?,Other-service,White,Husband
30289,24,Bachelors,Female,0,0,Never-married,Philippines,Exec-managerial,Asian-Pac-Islander,Own-child
30327,21,Some-college,Female,0,0,Never-married,United-States,Sales,White,Own-child
30337,49,Some-college,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
30365,55,HS-grad,Male,0,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband
3046,54,Some-college,Male,0,0,Divorced,United-States,Adm-clerical,White,Not-in-family
30534,33,9th,Male,0,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family
30582,34,HS-grad,Male,0,0,Married-civ-spouse,?,Machine-op-inspct,Black,Husband
30931,57,HS-grad,Male,0,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband
31133,30,Some-college,Male,0,0,Never-married,United-States,Adm-clerical,White,Own-child
31144,41,Bachelors,Male,0,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband
31194,59,Some-college,Male,0,0,Married-civ-spouse,United-States,Sales,White,Husband
31271,74,Some-college,Male,0,0,Married-civ-spouse,United-States,Sales,White,Husband
3140,44,HS-grad,Male,0,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
31412,47,Some-college,Female,0,0,Separated,United-States,Adm-clerical,White,Unmarried
31468,35,Masters,Male,7298,0,Married-civ-spouse,?,Prof-specialty,Black,Husband
3151,24,Bachelors,Male,0,0,Never-married,United-States,Prof-specialty,White,Not-in-family
31861,27,Some-college,Male,0,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband
3203,39,Bachelors,Female,0,0,Married-civ-spouse,United-States,Sales,White,Wife
3261,26,HS-grad,Male,0,0,Never-married,United-States,Craft-repair,White,Not-in-family
3415,61,Some-college,Male,0,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
3716,44,Bachelors,Male,0,0,Married-civ-spouse,United-States,Exec-managerial,Black,Husband
4254,41,Bachelors,Male,0,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family
4357,22,HS-grad,Male,0,0,Never-married,United-States,Craft-repair,White,Own-child
4371,29,HS-grad,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
4412,24,Assoc-acdm,Female,0,0,Divorced,United-States,Other-service,White,Own-child
4449,56,10th,Male,0,0,Divorced,United-States,Craft-repair,White,Not-in-family
4477,22,Some-college,Male,0,0,Married-civ-spouse,United-States,Other-service,White,Husband
4557,33,Bachelors,Female,0,0,Never-married,United-States,Sales,White,Not-in-family
4591,25,11th,Male,0,0,Separated,United-States,Craft-repair,White,Own-child
4709,38,Bachelors,Male,0,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband
4728,22,Bachelors,Female,0,0,Never-married,United-States,Prof-specialty,White,Own-child
4801,50,Masters,Male,0,0,Never-married,United-States,?,White,Not-in-family
4849,47,Bachelors,Male,0,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband
5256,21,Bachelors,Female,0,0,Never-married,United-States,Other-service,White,Own-child
5328,27,Bachelors,Male,0,0,Never-married,United-States,Exec-managerial,White,Own-child
5500,25,Bachelors,Male,0,0,Married-civ-spouse,United-States,Sales,White,Husband
5568,47,Some-college,Male,7688,0,Married-civ-spouse,United-States,Craft-repair,Black,Husband
5599,29,Bachelors,Male,0,0,Never-married,United-States,Sales,White,Not-in-family
5795,35,Bachelors,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
5896,20,Some-college,Female,0,0,Never-married,United-States,Adm-clerical,Asian-Pac-Islander,Own-child
5904,34,HS-grad,Male,0,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband
5968,64,Doctorate,Male,7688,0,Married-civ-spouse,Canada,Prof-specialty,White,Husband
6004,52,Assoc-acdm,Male,3103,0,Married-civ-spouse,United-States,Sales,White,Husband
6082,43,Bachelors,Female,0,1887,Married-civ-spouse,United-States,Prof-specialty,White,Wife
6156,20,Some-college,Male,0,0,Never-married,United-States,Other-service,White,Own-child
6164,31,HS-grad,Male,0,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
6342,70,Some-college,Male,0,0,Married-civ-spouse,United-States,?,White,Husband
6390,44,11th,Male,0,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband
6402,20,Some-college,Male,0,0,Never-married,United-States,Prof-specialty,White,Not-in-family
6452,26,HS-grad,Male,0,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family
6497,36,HS-grad,Male,0,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband
6520,34,HS-grad,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
6549,30,Bachelors,Female,0,0,Never-married,Taiwan,?,Asian-Pac-Islander,Not-in-family
6623,38,Assoc-acdm,Female,0,0,Divorced,United-States,Craft-repair,White,Unmarried
6678,33,HS-grad,Male,0,0,Never-married,United-States,Sales,White,Not-in-family
669,24,9th,Male,0,1721,Never-married,United-States,Machine-op-inspct,White,Not-in-family
6872,52,Assoc-voc,Male,5013,0,Married-civ-spouse,United-States,Tech-support,White,Husband
6880,49,Assoc-acdm,Male,15024,0,Married-civ-spouse,United-States,Sales,White,Husband
6921,48,HS-grad,Female,0,0,Divorced,South,Handlers-cleaners,Asian-Pac-Islander,Unmarried
7096,46,Bachelors,Male,0,1590,Divorced,?,Machine-op-inspct,White,Not-in-family
7238,29,Bachelors,Female,0,1590,Never-married,United-States,Prof-specialty,Other,Not-in-family
7310,49,HS-grad,Female,0,0,Married-civ-spouse,Philippines,Other-service,Asian-Pac-Islander,Wife
7351,37,HS-grad,Male,14344,0,Divorced,United-States,Craft-repair,White,Not-in-family
7367,49,Some-college,Male,0,0,Married-civ-spouse,United-States,Tech-support,White,Husband
7444,37,HS-grad,Female,0,0,Divorced,United-States,Sales,White,Not-in-family
7682,31,Some-college,Male,0,0,Married-civ-spouse,United-States,Other-service,Black,Husband
7723,24,Some-college,Male,0,0,Never-married,United-States,Prof-specialty,Black,Not-in-family
7787,20,Some-college,Female,0,0,Never-married,United-States,?,White,Other-relative
7835,42,Bachelors,Female,0,0,Married-civ-spouse,United-States,Prof-specialty,White,Wife
7841,28,HS-grad,Female,0,0,Never-married,United-States,Exec-managerial,White,Not-in-family
7864,36,HS-grad,Male,3908,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
789,21,HS-grad,Female,1055,0,Never-married,United-States,?,White,Not-in-family
801,24,HS-grad,Male,0,1721,Never-married,United-States,Other-service,Black,Own-child
8238,62,7th-8th,Male,0,0,Divorced,United-States,Craft-repair,White,Own-child
8295,35,Some-college,Male,0,0,Never-married,United-States,Transport-moving,White,Own-child
8375,26,Assoc-voc,Male,0,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband
8439,37,Assoc-voc,Female,0,0,Divorced,United-States,Prof-specialty,White,Unmarried
8590,27,Some-college,Female,0,0,Divorced,United-States,Tech-support,White,Not-in-family
8703,34,Some-college,Female,0,0,Never-married,United-States,Prof-specialty,White,Not-in-family
878,39,HS-grad,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
8808,47,Bachelors,Male,3137,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband
8860,56,10th,Male,0,0,Divorced,United-States,Craft-repair,White,Not-in-family
8973,90,Bachelors,Male,9386,0,Married-civ-spouse,United-States,Sales,White,Husband
9051,25,Bachelors,Male,0,0,Never-married,United-States,Prof-specialty,White,Own-child
9182,46,Some-college,Male,0,0,Married-civ-spouse,United-States,Sales,White,Husband
9243,22,Some-college,Female,0,0,Never-married,United-States,Sales,White,Other-relative
9252,41,5th-6th,Male,0,1579,Married-civ-spouse,Nicaragua,Other-service,Other,Husband
9268,34,Some-college,Male,0,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband
9344,34,Bachelors,Male,0,0,Married-civ-spouse,United-States,Protective-serv,White,Husband
9423,24,HS-grad,Male,0,0,Never-married,United-States,Exec-managerial,White,Own-child
9493,52,Some-college,Male,0,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband
9526,49,Assoc-acdm,Male,0,0,Married-civ-spouse,United-States,Sales,White,Husband
9553,38,HS-grad,Male,0,0,Married-civ-spouse,Trinadad&Tobago,Adm-clerical,Asian-Pac-Islander,Husband
9679,37,HS-grad,Male,0,0,Married-civ-spouse,United-States,Craft-repair,White,Husband
9689,56,10th,Male,0,0,Married-civ-spouse,United-States,Transport-moving,White,Husband
9858,35,HS-grad,Male,0,1408,Never-married,United-States,Craft-repair,White,Not-in-family
993,47,HS-grad,Male,0,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband
9933,25,HS-grad,Female,0,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family
9936,67,HS-grad,Male,0,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband
