record_id,education,marital-status,native-country,occupation,race,relationship,sex,workclass,age,capital-gain,capital-loss,hours-per-week
19893,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc,25,0,0,60
20019,Assoc-voc,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private,61,0,0,40
20021,12th,Never-married,United-States,Sales,Black,Own-child,Female,Private,18,0,0,15
20036,Masters,Widowed,United-States,Exec-managerial,White,Unmarried,Female,Self-emp-inc,61,0,0,99
20071,Bachelors,Separated,United-States,Sales,White,Not-in-family,Female,Private,33,0,0,50
20121,Some-college,Never-married,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,40,0,0,40
20221,HS-grad,Divorced,United-States,Other-service,White,Not-in-family,Female,Private,49,0,0,40
20436,HS-grad,Married-civ-spouse,United-States,?,White,Not-in-family,Female,?,47,0,0,35
20565,11th,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private,25,0,0,40
20666,Bachelors,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private,38,0,0,56
20681,Assoc-voc,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private,55,0,0,40
20700,HS-grad,Divorced,United-States,Other-service,White,Unmarried,Female,Private,33,0,0,40
20966,HS-grad,Divorced,United-States,Other-service,White,Not-in-family,Male,Private,47,0,0,32
20976,Bachelors,Never-married,United-States,Tech-support,White,Not-in-family,Female,Private,25,0,0,50
20981,Assoc-voc,Divorced,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,41,0,0,40
2121,HS-grad,Never-married,United-States,Machine-op-inspct,White,Own-child,Female,Private,20,0,0,40
21327,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private,27,0,0,50
21406,Some-college,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,37,0,0,40
21492,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Federal-gov,24,0,0,30
21612,HS-grad,Never-married,United-States,Other-service,White,Not-in-family,Female,Private,31,0,0,30
21751,Some-college,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Private,39,0,0,60
21762,HS-grad,Divorced,United-States,?,White,Not-in-family,Female,?,67,0,0,7
21766,Some-college,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,Private,37,0,0,40
2189,Some-college,Widowed,United-States,Transport-moving,White,Not-in-family,Female,Federal-gov,74,0,0,18
21976,Prof-school,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,35
22196,HS-grad,Married-civ-spouse,United-States,Sales,White,Wife,Female,Private,53,0,0,26
22221,HS-grad,Never-married,United-States,Sales,Black,Own-child,Female,Private,33,0,0,40
22536,Masters,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov,60,0,0,50
22611,Prof-school,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Private,38,0,0,50
22649,Some-college,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private,40,0,0,43
22807,Some-college,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private,53,0,0,25
2284,Doctorate,Never-married,Canada,Prof-specialty,White,Not-in-family,Male,Private,29,0,0,40
23015,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private,42,0,1887,40
23189,11th,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,State-gov,52,0,0,40
23250,HS-grad,Divorced,United-States,Exec-managerial,White,Own-child,Female,Private,36,1831,0,40
23322,Some-college,Never-married,United-States,Other-service,Black,Not-in-family,Male,Private,23,0,0,25
23627,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,Private,32,0,0,40
23721,Bachelors,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Not-in-family,Male,Private,27,13550,0,40
23743,HS-grad,Never-married,United-States,Sales,Black,Unmarried,Female,Private,19,0,0,30
23751,HS-grad,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Female,Private,32,0,0,40
2390,HS-grad,Married-civ-spouse,Canada,Exec-managerial,White,Husband,Male,Self-emp-inc,30,0,0,65
24363,Bachelors,Never-married,United-States,Craft-repair,White,Own-child,Male,Private,28,0,0,40
24711,HS-grad,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,40,0,0,45
24728,HS-grad,Never-married,United-States,Adm-clerical,White,Other-relative,Female,Private,32,0,0,35
24840,Some-college,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc,46,0,0,60
25064,Some-college,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Local-gov,37,0,0,40
25084,10th,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc,29,0,0,35
25459,9th,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private,37,0,0,50
25503,Masters,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private,48,0,0,40
25520,Masters,Divorced,United-States,Protective-serv,White,Not-in-family,Male,State-gov,48,0,0,72
25583,Bachelors,Never-married,United-States,Exec-managerial,Black,Own-child,Female,Private,24,0,0,40
25809,Bachelors,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private,52,0,0,40
25819,Bachelors,Married-civ-spouse,United-States,?,White,Husband,Male,?,63,0,2179,45
25863,HS-grad,Never-married,United-States,Other-service,White,Unmarried,Female,Private,29,0,0,30
25935,Some-college,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Self-emp-not-inc,30,0,0,60
25941,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Private,32,0,0,40
26137,Some-college,Never-married,United-States,?,White,Own-child,Female,?,20,0,0,40
26174,Some-college,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Self-emp-not-inc,64,0,0,35
26241,Assoc-voc,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private,42,0,0,30
26371,HS-grad,Never-married,United-States,Other-service,White,Not-in-family,Male,Private,31,0,0,50
26478,HS-grad,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc,59,0,0,65
26529,HS-grad,Never-married,United-States,Handlers-cleaners,Black,Own-child,Male,Private,24,0,0,40
26689,Assoc-acdm,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov,40,0,0,40
27029,HS-grad,Divorced,United-States,Sales,Black,Not-in-family,Male,Self-emp-not-inc,60,2597,0,55
27058,12th,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Local-gov,30,0,0,40
27317,Doctorate,Married-civ-spouse,United-States,?,White,Husband,Male,?,70,0,0,20
27351,Assoc-voc,Divorced,United-States,Tech-support,Black,Unmarried,Female,Private,46,0,625,40
27430,Some-college,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc,34,0,1504,60
27473,Assoc-voc,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private,25,4865,0,40
27531,1st-4th,Never-married,Mexico,Handlers-cleaners,White,Other-relative,Male,Private,19,0,0,52
27545,5th-6th,Married-spouse-absent,Mexico,Craft-repair,White,Other-relative,Male,Private,36,0,0,32
27580,Bachelors,Never-married,United-States,Sales,White,Not-in-family,Male,Private,26,0,0,40
27596,HS-grad,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private,53,0,0,60
2778,HS-grad,Separated,United-States,Adm-clerical,White,Not-in-family,Female,Private,35,0,0,40
27834,Some-college,Never-married,United-States,Craft-repair,White,Own-child,Male,State-gov,20,0,0,38
279,Some-college,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,Female,Private,24,7298,0,48
27932,Some-college,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private,39,0,0,40
27984,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private,23,0,0,38
28022,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private,30,0,0,40
2805,10th,Never-married,United-States,Sales,White,Own-child,Male,Private,18,0,0,10
28185,Masters,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private,32,0,0,55
2835,11th,Never-married,United-States,Sales,White,Own-child,Female,Private,17,0,0,20
28355,Some-college,Never-married,United-States,Sales,White,Other-relative,Male,Private,21,0,0,40
28392,Assoc-voc,Never-married,United-States,Adm-clerical,White,Own-child,Male,Local-gov,33,0,1669,55
28403,11th,Never-married,United-States,Other-service,White,Own-child,Male,Private,18,0,0,10
28513,Bachelors,Widowed,United-States,Sales,White,Unmarried,Female,Self-emp-not-inc,55,0,0,15
28785,HS-grad,Divorced,United-States,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Private,50,0,0,40
29014,HS-grad,Never-married,United-States,Protective-serv,White,Own-child,Male,State-gov,27,2174,0,40
29080,Bachelors,Divorced,United-States,Exec-managerial,White,Not-in-family,Male,Private,45,0,0,45
29128,11th,Never-married,United-States,?,White,Own-child,Male,?,18,0,0,25
29159,HS-grad,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private,35,0,0,30
29165,Some-college,Married-civ-spouse,United-States,Tech-support,White,Wife,Female,Private,32,0,0,32
29315,Bachelors,Never-married,United-States,Sales,White,Own-child,Female,Private,23,0,0,40
29337,Some-college,Never-married,United-States,Tech-support,Black,Own-child,Male,Federal-gov,21,0,0,20
29568,HS-grad,Never-married,United-States,Sales,White,Not-in-family,Male,Self-emp-inc,27,0,0,50
29696,Bachelors,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private,32,0,0,50
29751,12th,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,51,0,0,99
30117,HS-grad,Married-civ-spouse,Mexico,Machine-op-inspct,White,Husband,Male,Private,42,0,0,40
30145,HS-grad,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc,65,0,0,55
30147,9th,Never-married,United-States,Other-service,White,Unmarried,Female,Private,31,0,0,20
30287,HS-grad,Married-civ-spouse,United-States,Craft-repair,Black,Husband,Male,Private,58,0,0,40
30388,Assoc-acdm,Never-married,United-States,Protective-serv,White,Unmarried,Male,Local-gov,31,0,0,40
30557,Assoc-acdm,Never-married,United-States,Prof-specialty,White,Not-in-family,Male,State-gov,20,0,0,30
30560,Some-college,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov,59,0,0,60
30648,HS-grad,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,State-gov,29,0,0,42
30855,HS-grad,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private,24,0,0,40
30860,HS-grad,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private,53,2829,0,40
31177,HS-grad,Divorced,United-States,Other-service,White,Unmarried,Female,Private,50,0,0,25
31207,Bachelors,Married-civ-spouse,Italy,Prof-specialty,White,Husband,Male,Private,48,0,0,45
31213,Some-college,Never-married,United-States,Other-service,White,Not-in-family,Male,Private,23,0,0,25
31401,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Local-gov,26,0,0,55
31490,Assoc-acdm,Never-married,United-States,Exec-managerial,White,Own-child,Female,Private,20,0,0,40
31877,Bachelors,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,49,0,0,60
32091,Bachelors,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private,34,0,0,40
32121,HS-grad,Divorced,United-States,Craft-repair,White,Not-in-family,Male,Private,37,0,0,40
32181,Bachelors,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov,43,0,0,55
3219,11th,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private,59,0,0,40
32417,Some-college,Never-married,United-States,Sales,White,Not-in-family,Female,Private,20,0,0,56
3252,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov,46,0,0,40
3360,Bachelors,Married-civ-spouse,United-States,Sales,White,Wife,Female,Self-emp-inc,57,0,0,40
3384,HS-grad,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,Female,Private,47,15024,0,40
3449,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Local-gov,31,0,0,50
3648,Bachelors,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Federal-gov,26,0,0,40
3810,Bachelors,Never-married,United-States,Prof-specialty,Black,Not-in-family,Female,Local-gov,46,0,0,40
3820,Bachelors,Never-married,United-States,Farming-fishing,White,Unmarried,Male,Self-emp-not-inc,24,0,0,50
3825,HS-grad,Never-married,United-States,Transport-moving,Black,Own-child,Male,Private,21,0,0,40
3871,HS-grad,Married-civ-spouse,United-States,Protective-serv,Black,Husband,Male,Local-gov,30,0,0,40
3986,HS-grad,Separated,United-States,Adm-clerical,White,Not-in-family,Female,Private,30,0,0,40
4123,9th,Divorced,United-States,Other-service,White,Own-child,Female,Private,24,0,0,40
4134,HS-grad,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private,38,0,0,48
4207,Bachelors,Divorced,United-States,Sales,White,Not-in-family,Female,Private,64,0,0,5
4375,HS-grad,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private,33,0,0,50
4574,HS-grad,Never-married,United-States,Farming-fishing,White,Not-in-family,Male,Self-emp-inc,36,0,0,50
4587,Some-college,Separated,United-States,Adm-clerical,White,Not-in-family,Female,Private,65,0,0,38
4695,HS-grad,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Local-gov,32,0,0,40
4797,Bachelors,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc,46,0,0,50
4893,HS-grad,Never-married,United-States,Tech-support,White,Not-in-family,Female,Private,30,0,0,40
4909,Masters,Widowed,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,55,914,0,50
4922,Some-college,Never-married,United-States,Adm-clerical,White,Not-in-family,Male,Local-gov,30,0,0,40
4989,Assoc-voc,Separated,United-States,Exec-managerial,Black,Unmarried,Female,Private,52,0,0,60
5049,Masters,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private,32,0,0,40
5167,Some-college,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Local-gov,49,7298,0,40
5210,Some-college,Never-married,United-States,Sales,Black,Other-relative,Female,Private,24,0,0,40
5237,Some-college,Never-married,United-States,Sales,White,Own-child,Female,Private,21,0,0,20
5333,11th,Divorced,United-States,Handlers-cleaners,White,Other-relative,Male,Private,35,0,0,40
5404,Assoc-voc,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private,29,0,0,50
5541,HS-grad,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Male,Private,33,0,0,40
5551,HS-grad,Separated,United-States,Protective-serv,Black,Not-in-family,Male,Local-gov,51,0,0,40
5680,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private,60,0,0,35
5696,Some-college,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov,31,15024,0,56
5733,HS-grad,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc,34,0,0,60
578,Bachelors,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov,58,0,0,40
5844,HS-grad,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private,21,0,0,40
5851,HS-grad,Never-married,United-States,Adm-clerical,Black,Own-child,Male,Private,36,0,0,40
616,HS-grad,Married-civ-spouse,United-States,Transport-moving,Black,Husband,Male,Private,30,0,0,45
6263,Masters,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,65
6379,Bachelors,Divorced,United-States,Adm-clerical,White,Not-in-family,Male,Private,61,0,0,40
6383,Masters,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc,46,0,2392,50
6482,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,55
6693,Bachelors,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private,42,0,0,90
6845,Assoc-voc,Widowed,United-States,Prof-specialty,White,Not-in-family,Female,Private,58,0,0,40
7196,HS-grad,Married-civ-spouse,United-States,Machine-op-inspct,Black,Wife,Female,Private,35,0,0,35
7632,Some-college,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private,27,0,0,65
7753,HS-grad,Never-married,United-States,Machine-op-inspct,Black,Unmarried,Female,Private,33,0,0,40
7788,11th,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Private,40,0,0,40
7795,Assoc-acdm,Divorced,United-States,Prof-specialty,White,Not-in-family,Female,Private,28,0,0,40
8209,Bachelors,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private,35,0,0,50
828,Some-college,Never-married,United-States,Adm-clerical,White,Not-in-family,Male,Private,43,0,0,25
8401,Bachelors,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private,48,0,0,45
