record_id,age,education,native-country,occupation,race,relationship,sex,workclass,capital-gain,capital-loss,hours-per-week,marital-status
16585,44,Bachelors,United-States,Prof-specialty,White,Husband,Male,Private,0,1848,40,Married-civ-spouse
16594,59,7th-8th,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc,0,0,40,Married-civ-spouse
16626,36,Some-college,United-States,Machine-op-inspct,White,Husband,Male,Private,0,0,44,Married-civ-spouse
16669,47,HS-grad,United-States,Transport-moving,White,Husband,Male,Private,0,1887,45,Married-civ-spouse
16680,20,Some-college,United-States,Exec-managerial,White,Own-child,Male,State-gov,0,0,54,Never-married
16778,43,Masters,India,Exec-managerial,Asian-Pac-Islander,Husband,Male,Private,0,0,40,Married-civ-spouse
16799,29,HS-grad,United-States,Exec-managerial,White,Not-in-family,Female,Private,0,0,38,Never-married
16833,42,HS-grad,United-States,Craft-repair,White,Husband,Male,Private,0,0,40,Married-civ-spouse
16867,49,Assoc-voc,United-States,Adm-clerical,White,Husband,Male,Private,0,0,40,Married-civ-spouse
16899,20,HS-grad,United-States,Sales,White,Own-child,Female,Private,0,0,26,Separated
17046,56,Some-college,United-States,Exec-managerial,White,Not-in-family,Female,Local-gov,0,0,40,Divorced
17058,28,Assoc-acdm,United-States,Exec-managerial,White,Not-in-family,Male,Private,0,0,65,Never-married
17290,31,HS-grad,United-States,Other-service,White,Own-child,Male,Private,0,0,40,Never-married
17381,21,HS-grad,United-States,Machine-op-inspct,White,Own-child,Male,Private,0,0,40,Never-married
17525,27,Bachelors,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov,0,0,60,Never-married
17957,68,Bachelors,United-States,Exec-managerial,White,Husband,Male,Local-gov,20051,0,40,Married-civ-spouse
1840,23,Some-college,United-States,Craft-repair,White,Not-in-family,Male,Private,0,0,44,Never-married
18527,48,Some-college,United-States,Protective-serv,White,Husband,Male,State-gov,0,1902,40,Married-civ-spouse
18539,36,HS-grad,United-States,Sales,White,Not-in-family,Female,Private,0,0,40,Never-married
18596,59,Bachelors,United-States,Exec-managerial,White,Not-in-family,Female,Federal-gov,0,0,40,Married-spouse-absent
1867,36,HS-grad,United-States,Adm-clerical,White,Not-in-family,Female,Federal-gov,0,0,48,Divorced
18695,45,12th,United-States,Sales,White,Husband,Male,Private,7688,0,40,Married-civ-spouse
18767,46,Some-college,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,40,Never-married
18919,46,Some-college,United-States,Adm-clerical,White,Unmarried,Female,State-gov,0,0,48,Divorced
19094,21,Some-college,Vietnam,Sales,Asian-Pac-Islander,Own-child,Male,Private,0,0,20,Never-married
19383,55,HS-grad,United-States,Craft-repair,White,Own-child,Male,Self-emp-not-inc,0,0,35,Never-married
19592,28,HS-grad,United-States,Craft-repair,White,Husband,Male,Local-gov,0,0,40,Married-civ-spouse
19893,25,HS-grad,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc,0,0,60,Married-civ-spouse
20019,61,Assoc-voc,United-States,Adm-clerical,White,Husband,Male,Private,0,0,40,Married-civ-spouse
20021,18,12th,United-States,Sales,Black,Own-child,Female,Private,0,0,15,Never-married
20036,61,Masters,United-States,Exec-managerial,White,Unmarried,Female,Self-emp-inc,0,0,99,Widowed
20071,33,Bachelors,United-States,Sales,White,Not-in-family,Female,Private,0,0,50,Separated
20121,40,Some-college,United-States,Adm-clerical,White,Unmarried,Female,Federal-gov,0,0,40,Never-married
20221,49,HS-grad,United-States,Other-service,White,Not-in-family,Female,Private,0,0,40,Divorced
20436,47,HS-grad,United-States,?,White,Not-in-family,Female,?,0,0,35,Married-civ-spouse
20565,25,11th,United-States,Transport-moving,White,Husband,Male,Private,0,0,40,Married-civ-spouse
20666,38,Bachelors,United-States,Adm-clerical,White,Husband,Male,Private,0,0,56,Married-civ-spouse
20681,55,Assoc-voc,United-States,Adm-clerical,White,Husband,Male,Private,0,0,40,Married-civ-spouse
20700,33,HS-grad,United-States,Other-service,White,Unmarried,Female,Private,0,0,40,Divorced
20966,47,HS-grad,United-States,Other-service,White,Not-in-family,Male,Private,0,0,32,Divorced
20976,25,Bachelors,United-States,Tech-support,White,Not-in-family,Female,Private,0,0,50,Never-married
20981,41,Assoc-voc,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,0,0,40,Divorced
2121,20,HS-grad,United-States,Machine-op-inspct,White,Own-child,Female,Private,0,0,40,Never-married
21327,27,HS-grad,United-States,Exec-managerial,White,Husband,Male,Private,0,0,50,Married-civ-spouse
21406,37,Some-college,United-States,Craft-repair,White,Husband,Male,Private,0,0,40,Married-civ-spouse
21492,24,Bachelors,United-States,Prof-specialty,White,Not-in-family,Female,Federal-gov,0,0,30,Never-married
21612,31,HS-grad,United-States,Other-service,White,Not-in-family,Female,Private,0,0,30,Never-married
21751,39,Some-college,United-States,Farming-fishing,White,Husband,Male,Private,0,0,60,Married-civ-spouse
21762,67,HS-grad,United-States,?,White,Not-in-family,Female,?,0,0,7,Divorced
21766,37,Some-college,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,40,Divorced
2189,74,Some-college,United-States,Transport-moving,White,Not-in-family,Female,Federal-gov,0,0,18,Widowed
21976,34,Prof-school,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,0,0,35,Married-civ-spouse
22196,53,HS-grad,United-States,Sales,White,Wife,Female,Private,0,0,26,Married-civ-spouse
22221,33,HS-grad,United-States,Sales,Black,Own-child,Female,Private,0,0,40,Never-married
22536,60,Masters,United-States,Exec-managerial,White,Husband,Male,Local-gov,0,0,50,Married-civ-spouse
22611,38,Prof-school,United-States,Prof-specialty,White,Not-in-family,Female,Private,0,0,50,Never-married
22649,40,Some-college,United-States,Machine-op-inspct,White,Husband,Male,Private,0,0,43,Married-civ-spouse
22807,53,Some-college,United-States,Sales,White,Husband,Male,Private,0,0,25,Married-civ-spouse
2284,29,Doctorate,Canada,Prof-specialty,White,Not-in-family,Male,Private,0,0,40,Never-married
23015,42,Bachelors,United-States,Sales,White,Husband,Male,Private,0,1887,40,Married-civ-spouse
23189,52,11th,United-States,Transport-moving,White,Husband,Male,State-gov,0,0,40,Married-civ-spouse
23250,36,HS-grad,United-States,Exec-managerial,White,Own-child,Female,Private,1831,0,40,Divorced
23322,23,Some-college,United-States,Other-service,Black,Not-in-family,Male,Private,0,0,25,Never-married
23627,32,Bachelors,United-States,Prof-specialty,White,Not-in-family,Male,Private,0,0,40,Never-married
23721,27,Bachelors,United-States,Prof-specialty,Asian-Pac-Islander,Not-in-family,Male,Private,13550,0,40,Never-married
23743,19,HS-grad,United-States,Sales,Black,Unmarried,Female,Private,0,0,30,Never-married
23751,32,HS-grad,United-States,Machine-op-inspct,White,Not-in-family,Female,Private,0,0,40,Never-married
2390,30,HS-grad,Canada,Exec-managerial,White,Husband,Male,Self-emp-inc,0,0,65,Married-civ-spouse
24363,28,Bachelors,United-States,Craft-repair,White,Own-child,Male,Private,0,0,40,Never-married
24711,40,HS-grad,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,0,0,45,Married-civ-spouse
24728,32,HS-grad,United-States,Adm-clerical,White,Other-relative,Female,Private,0,0,35,Never-married
24840,46,Some-college,United-States,Sales,White,Husband,Male,Self-emp-inc,0,0,60,Married-civ-spouse
25064,37,Some-college,United-States,Transport-moving,White,Husband,Male,Local-gov,0,0,40,Married-civ-spouse
25084,29,10th,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc,0,0,35,Married-civ-spouse
25459,37,9th,United-States,Handlers-cleaners,White,Husband,Male,Private,0,0,50,Married-civ-spouse
25503,48,Masters,United-States,Tech-support,White,Husband,Male,Private,0,0,40,Married-civ-spouse
25520,48,Masters,United-States,Protective-serv,White,Not-in-family,Male,State-gov,0,0,72,Divorced
25583,24,Bachelors,United-States,Exec-managerial,Black,Own-child,Female,Private,0,0,40,Never-married
25809,52,Bachelors,United-States,Machine-op-inspct,White,Husband,Male,Private,0,0,40,Married-civ-spouse
25819,63,Bachelors,United-States,?,White,Husband,Male,?,0,2179,45,Married-civ-spouse
25863,29,HS-grad,United-States,Other-service,White,Unmarried,Female,Private,0,0,30,Never-married
25935,30,Some-college,United-States,Adm-clerical,White,Not-in-family,Female,Self-emp-not-inc,0,0,60,Never-married
25941,32,Bachelors,United-States,Prof-specialty,White,Not-in-family,Female,Private,0,0,40,Never-married
26137,20,Some-college,United-States,?,White,Own-child,Female,?,0,0,40,Never-married
26174,64,Some-college,United-States,Prof-specialty,White,Not-in-family,Female,Self-emp-not-inc,0,0,35,Never-married
26241,42,Assoc-voc,United-States,Other-service,White,Husband,Male,Private,0,0,30,Married-civ-spouse
26371,31,HS-grad,United-States,Other-service,White,Not-in-family,Male,Private,0,0,50,Never-married
26478,59,HS-grad,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc,0,0,65,Married-civ-spouse
26529,24,HS-grad,United-States,Handlers-cleaners,Black,Own-child,Male,Private,0,0,40,Never-married
26689,40,Assoc-acdm,United-States,Protective-serv,White,Husband,Male,Local-gov,0,0,40,Married-civ-spouse
27029,60,HS-grad,United-States,Sales,Black,Not-in-family,Male,Self-emp-not-inc,2597,0,55,Divorced
27058,30,12th,United-States,Adm-clerical,White,Wife,Female,Local-gov,0,0,40,Married-civ-spouse
27317,70,Doctorate,United-States,?,White,Husband,Male,?,0,0,20,Married-civ-spouse
27351,46,Assoc-voc,United-States,Tech-support,Black,Unmarried,Female,Private,0,625,40,Divorced
27430,34,Some-college,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc,0,1504,60,Never-married
27473,25,Assoc-voc,United-States,Adm-clerical,White,Not-in-family,Female,Private,4865,0,40,Never-married
27531,19,1st-4th,Mexico,Handlers-cleaners,White,Other-relative,Male,Private,0,0,52,Never-married
27545,36,5th-6th,Mexico,Craft-repair,White,Other-relative,Male,Private,0,0,32,Married-spouse-absent
27580,26,Bachelors,United-States,Sales,White,Not-in-family,Male,Private,0,0,40,Never-married
27596,53,HS-grad,United-States,Transport-moving,White,Husband,Male,Private,0,0,60,Married-civ-spouse
2778,35,HS-grad,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,40,Separated
27834,20,Some-college,United-States,Craft-repair,White,Own-child,Male,State-gov,0,0,38,Never-married
279,24,Some-college,United-States,Machine-op-inspct,White,Wife,Female,Private,7298,0,48,Married-civ-spouse
27932,39,Some-college,United-States,Craft-repair,White,Not-in-family,Male,Private,0,0,40,Never-married
27984,23,Bachelors,United-States,Exec-managerial,White,Not-in-family,Female,Private,0,0,38,Never-married
28022,30,HS-grad,United-States,Handlers-cleaners,White,Husband,Male,Private,0,0,40,Married-civ-spouse
2805,18,10th,United-States,Sales,White,Own-child,Male,Private,0,0,10,Never-married
28185,32,Masters,United-States,Exec-managerial,White,Husband,Male,Private,0,0,55,Married-civ-spouse
2835,17,11th,United-States,Sales,White,Own-child,Female,Private,0,0,20,Never-married
28355,21,Some-college,United-States,Sales,White,Other-relative,Male,Private,0,0,40,Never-married
28392,33,Assoc-voc,United-States,Adm-clerical,White,Own-child,Male,Local-gov,0,1669,55,Never-married
28403,18,11th,United-States,Other-service,White,Own-child,Male,Private,0,0,10,Never-married
28513,55,Bachelors,United-States,Sales,White,Unmarried,Female,Self-emp-not-inc,0,0,15,Widowed
28785,50,HS-grad,United-States,Machine-op-inspct,Amer-Indian-Eskimo,Not-in-family,Female,Private,0,0,40,Divorced
29014,27,HS-grad,United-States,Protective-serv,White,Own-child,Male,State-gov,2174,0,40,Never-married
29080,45,Bachelors,United-States,Exec-managerial,White,Not-in-family,Male,Private,0,0,45,Divorced
29128,18,11th,United-States,?,White,Own-child,Male,?,0,0,25,Never-married
29159,35,HS-grad,United-States,Transport-moving,White,Husband,Male,Private,0,0,30,Married-civ-spouse
29165,32,Some-college,United-States,Tech-support,White,Wife,Female,Private,0,0,32,Married-civ-spouse
29315,23,Bachelors,United-States,Sales,White,Own-child,Female,Private,0,0,40,Never-married
29337,21,Some-college,United-States,Tech-support,Black,Own-child,Male,Federal-gov,0,0,20,Never-married
29568,27,HS-grad,United-States,Sales,White,Not-in-family,Male,Self-emp-inc,0,0,50,Never-married
29696,32,Bachelors,United-States,Handlers-cleaners,White,Husband,Male,Private,0,0,50,Married-civ-spouse
29751,51,12th,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,0,0,99,Married-civ-spouse
30117,42,HS-grad,Mexico,Machine-op-inspct,White,Husband,Male,Private,0,0,40,Married-civ-spouse
30145,65,HS-grad,United-States,Sales,White,Husband,Male,Self-emp-not-inc,0,0,55,Married-civ-spouse
30147,31,9th,United-States,Other-service,White,Unmarried,Female,Private,0,0,20,Never-married
30287,58,HS-grad,United-States,Craft-repair,Black,Husband,Male,Private,0,0,40,Married-civ-spouse
30388,31,Assoc-acdm,United-States,Protective-serv,White,Unmarried,Male,Local-gov,0,0,40,Never-married
30557,20,Assoc-acdm,United-States,Prof-specialty,White,Not-in-family,Male,State-gov,0,0,30,Never-married
30560,59,Some-college,United-States,Exec-managerial,White,Husband,Male,Local-gov,0,0,60,Married-civ-spouse
30648,29,HS-grad,United-States,Protective-serv,White,Husband,Male,State-gov,0,0,42,Married-civ-spouse
30855,24,HS-grad,United-States,Handlers-cleaners,White,Husband,Male,Private,0,0,40,Married-civ-spouse
30860,53,HS-grad,United-States,Machine-op-inspct,White,Husband,Male,Private,2829,0,40,Married-civ-spouse
31177,50,HS-grad,United-States,Other-service,White,Unmarried,Female,Private,0,0,25,Divorced
31207,48,Bachelors,Italy,Prof-specialty,White,Husband,Male,Private,0,0,45,Married-civ-spouse
31213,23,Some-college,United-States,Other-service,White,Not-in-family,Male,Private,0,0,25,Never-married
31401,26,Bachelors,United-States,Prof-specialty,White,Wife,Female,Local-gov,0,0,55,Married-civ-spouse
31490,20,Assoc-acdm,United-States,Exec-managerial,White,Own-child,Female,Private,0,0,40,Never-married
31877,49,Bachelors,United-States,Craft-repair,White,Husband,Male,Private,0,0,60,Married-civ-spouse
32091,34,Bachelors,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,40,Never-married
32121,37,HS-grad,United-States,Craft-repair,White,Not-in-family,Male,Private,0,0,40,Divorced
32181,43,Bachelors,United-States,Protective-serv,White,Husband,Male,Local-gov,0,0,55,Married-civ-spouse
3219,59,11th,United-States,Adm-clerical,White,Unmarried,Female,Private,0,0,40,Divorced
32417,20,Some-college,United-States,Sales,White,Not-in-family,Female,Private,0,0,56,Never-married
3252,46,Bachelors,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov,0,0,40,Never-married
3360,57,Bachelors,United-States,Sales,White,Wife,Female,Self-emp-inc,0,0,40,Married-civ-spouse
3384,47,HS-grad,United-States,Machine-op-inspct,Black,Wife,Female,Private,15024,0,40,Married-civ-spouse
3449,31,Bachelors,United-States,Exec-managerial,White,Not-in-family,Female,Local-gov,0,0,50,Never-married
3648,26,Bachelors,United-States,Exec-managerial,White,Not-in-family,Female,Federal-gov,0,0,40,Never-married
3810,46,Bachelors,United-States,Prof-specialty,Black,Not-in-family,Female,Local-gov,0,0,40,Never-married
3820,24,Bachelors,United-States,Farming-fishing,White,Unmarried,Male,Self-emp-not-inc,0,0,50,Never-married
3825,21,HS-grad,United-States,Transport-moving,Black,Own-child,Male,Private,0,0,40,Never-married
3871,30,HS-grad,United-States,Protective-serv,Black,Husband,Male,Local-gov,0,0,40,Married-civ-spouse
3986,30,HS-grad,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,40,Separated
4123,24,9th,United-States,Other-service,White,Own-child,Female,Private,0,0,40,Divorced
4134,38,HS-grad,United-States,Adm-clerical,White,Unmarried,Female,Private,0,0,48,Divorced
4207,64,Bachelors,United-States,Sales,White,Not-in-family,Female,Private,0,0,5,Divorced
4375,33,HS-grad,United-States,Craft-repair,White,Not-in-family,Male,Private,0,0,50,Never-married
4574,36,HS-grad,United-States,Farming-fishing,White,Not-in-family,Male,Self-emp-inc,0,0,50,Never-married
4587,65,Some-college,United-States,Adm-clerical,White,Not-in-family,Female,Private,0,0,38,Separated
4695,32,HS-grad,United-States,Other-service,White,Husband,Male,Local-gov,0,0,40,Married-civ-spouse
4797,46,Bachelors,United-States,Sales,White,Husband,Male,Self-emp-inc,0,0,50,Married-civ-spouse
4893,30,HS-grad,United-States,Tech-support,White,Not-in-family,Female,Private,0,0,40,Never-married
4909,55,Masters,United-States,Prof-specialty,White,Unmarried,Female,Local-gov,914,0,50,Widowed
4922,30,Some-college,United-States,Adm-clerical,White,Not-in-family,Male,Local-gov,0,0,40,Never-married
4989,52,Assoc-voc,United-States,Exec-managerial,Black,Unmarried,Female,Private,0,0,60,Separated
5049,32,Masters,United-States,Prof-specialty,White,Husband,Male,Private,0,0,40,Married-civ-spouse
5167,49,Some-college,United-States,Handlers-cleaners,White,Husband,Male,Local-gov,7298,0,40,Married-civ-spouse
5210,24,Some-college,United-States,Sales,Black,Other-relative,Female,Private,0,0,40,Never-married
5237,21,Some-college,United-States,Sales,White,Own-child,Female,Private,0,0,20,Never-married
5333,35,11th,United-States,Handlers-cleaners,White,Other-relative,Male,Private,0,0,40,Divorced
5404,29,Assoc-voc,United-States,Craft-repair,White,Husband,Male,Private,0,0,50,Married-civ-spouse
5541,33,HS-grad,United-States,Machine-op-inspct,White,Not-in-family,Male,Private,0,0,40,Never-married
5551,51,HS-grad,United-States,Protective-serv,Black,Not-in-family,Male,Local-gov,0,0,40,Separated
5680,60,Bachelors,United-States,Prof-specialty,White,Husband,Male,Private,0,0,35,Married-civ-spouse
5696,31,Some-college,United-States,Protective-serv,White,Husband,Male,Local-gov,15024,0,56,Married-civ-spouse
5733,34,HS-grad,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc,0,0,60,Married-civ-spouse
578,58,Bachelors,United-States,Prof-specialty,White,Not-in-family,Female,Local-gov,0,0,40,Never-married
5844,21,HS-grad,United-States,Handlers-cleaners,White,Own-child,Male,Private,0,0,40,Never-married
5851,36,HS-grad,United-States,Adm-clerical,Black,Own-child,Male,Private,0,0,40,Never-married
616,30,HS-grad,United-States,Transport-moving,Black,Husband,Male,Private,0,0,45,Married-civ-spouse
6263,42,Masters,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,0,0,65,Married-civ-spouse
6379,61,Bachelors,United-States,Adm-clerical,White,Not-in-family,Male,Private,0,0,40,Divorced
6383,46,Masters,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc,0,2392,50,Married-civ-spouse
6482,37,Bachelors,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,0,0,55,Married-civ-spouse
6693,42,Bachelors,United-States,Prof-specialty,White,Husband,Male,Private,0,0,90,Married-civ-spouse
6845,58,Assoc-voc,United-States,Prof-specialty,White,Not-in-family,Female,Private,0,0,40,Widowed
7196,35,HS-grad,United-States,Machine-op-inspct,Black,Wife,Female,Private,0,0,35,Married-civ-spouse
7632,27,Some-college,United-States,Exec-managerial,White,Not-in-family,Female,Private,0,0,65,Never-married
7753,33,HS-grad,United-States,Machine-op-inspct,Black,Unmarried,Female,Private,0,0,40,Never-married
7788,40,11th,United-States,Farming-fishing,White,Husband,Male,Private,0,0,40,Married-civ-spouse
7795,28,Assoc-acdm,United-States,Prof-specialty,White,Not-in-family,Female,Private,0,0,40,Divorced
8209,35,Bachelors,United-States,Exec-managerial,White,Husband,Male,Private,0,0,50,Married-civ-spouse
828,43,Some-college,United-States,Adm-clerical,White,Not-in-family,Male,Private,0,0,25,Never-married
8401,48,Bachelors,United-States,Transport-moving,White,Husband,Male,Private,0,0,45,Married-civ-spouse
